name,occurrences
Coleus scutellarioides var. laxa,0
Coleus scutellarioides var. limnophila,0
Coleus secundiflorus,0
Coleus telfordii,0
Coleus tryonii,0
Coleus veitchii,0
Coleus verschaffeltii,2
Coleus verschaffeltii var. marmoratus,0
Coleus verschaffeltii var. splendens,0
Coleus wilsonii,0
Coleus zschokkei,0
Colocasia odora,0
Colocasia odora var rubra,0
Colocasia odora var. viridis,0
Columnea balsamica,0
Convallaria spicata,0
Convolvulus acetosifolius,0
Convolvulus acuminatus,0
Convolvulus amoenus,0
Convolvulus arenarius,0
Convolvulus auritus,0
Convolvulus bellus,0
Convolvulus bogotensis,0
Convolvulus bogotensis forma albiflorus,0
Convolvulus bogotensis forma lilacinus,0
Convolvulus cairicus,0
Convolvulus carnosus,0
Convolvulus cavanillesii,0
Convolvulus congestus,0
Convolvulus cynanchifolius,0
Convolvulus dianthus,0
Convolvulus heptaphyllus,0
Convolvulus imperati,0
Convolvulus incurvus,0
Convolvulus indicus,0
Convolvulus littoralis,0
Convolvulus mollis,0
Convolvulus mutabilis,0
Convolvulus obtusilobus,0
Convolvulus pennatifolius,0
Convolvulus pennatus,0
Convolvulus portoricensis,0
Convolvulus pudibundus,0
Convolvulus quamoclit,0
Convolvulus quinquelobus,0
Convolvulus radicans,0
Convolvulus roseus,0
Convolvulus ruizii,0
Convolvulus sinuatus,0
Convolvulus stolonifer,0
Convolvulus tuberculatus,0
Conyza albida,551
Conyza bilbaoana,828
Conyza bonariensis forma subleiotheca,1
Conyza bonariensis var. leiotheca,22
Conyza bonariensis var. microcephala,0
Conyza canadensis var. glabrata,99
Conyza canadensis var. pusilla,166
Conyza chenopodioides,1
Conyza crispa,0
Conyza erigeroides,1
Conyza floribunda,0
Conyza floribunda var. laciniata,0
Conyza floribunda var. subleiotheca,0
Conyza myriocephala,0
Conyza naudinii,0
Conyza parva,73
Conyza sinuata,0
Conyza sumatrensis,6012
Conyza sumatrensis var. floribunda,1
Conyza sumatrensis var. leiotheca,282
Conyzella canadensis,0
Conyzella linifolia,0
Corchorus acutangulus,52
Cordia brevispicata,61
Cordia brevispicata var. hypomalaca,1
Cordia chacoensis,37
Cordia chepensis,0
Cordia curassavica,1516
Cordia cylindrostachya var. graveolens,0
Cordia cylindrostachya var. interrupta,0
Cordia graveolens,2
Cordia hispida,0
Cordia imparilis,0
Cordia interrupta,2
Cordia linearis,0
Cordia littoralis,0
Cordia macrostachya,3
Cordia mollis,0
Cordia obliqua,49
Cordia palmeri,0
Cordia peruviana var. mexicana,0
Cordia socorrensis,0
Coreopsis acuta,0
Coreopsis alata,0
Coreopsis alternifolia,0
Coreopsis procera,0
Coriandrum globosum,0
Coriandrum majus,0
Coriandrum melphitense,0
Coriandrum sativum var. vulgare,0
Corion marinum,0
Corion marinum var. leiospermum,0
Cornus amomum var. undulifolia,0
Cornus caerulea,0
Cornus cyanocarpa,0
Cornus ignorata,0
Cornus lanuginosa,0
Cornus rubiginosa,0
Cornus sericea,15439
Cornus sericea var. oblongifolia,0
Cornus sericea var. ovatifolia,0
Coronilla occidentalis,0
Coronopus didymus,17121
Coronopus incisus,0
Coronopus pinnatifidus,0
Coronopus pinnatus,0
Cortaderia argentea,3
Cortaderia dioica,0
Crataegus bibas,0
Crucifera dubia var. raphanus,0
Crucifera sinapistra,0
Crucifera thlaspi,0
Cryptocoryne axelrodii,0
Cryptocoryne beckettii,2
Cryptocoryne legroi,0
Cryptocoryne lutea,0
Cryptocoryne lutea var. legroi,0
Cryptocoryne lutea var. minor,0
Cryptocoryne petchii,0
Cryptocoryne undulata,0
Cryptocoryne walkeri var. legroi,0
Cryptocoryne walkeri var. lutea,0
Cryptocoryne wendtii,4
Cryptocoryne wendtii var. jahnellii,0
Cryptocoryne wendtii var. krauteri,0
Cryptocoryne wendtii var. nana,0
Cryptocoryne wendtii var. rubella,0
Cryptocoryne willisii,1
Cucubalus polypetalus,0
Cuphea hyssopifolia forma subrevoluta,8
Cuphea rivularis,0
Cuscuta arvensis,1
Cuscuta arvensis var. calycina,0
Cuscuta arvensis var. capsici,0
Cuscuta arvensis var. microcalyx,0
Cuscuta arvensis var. pentagona,0
Cuscuta campestris,5863
Cuscuta kamelorum,0
Cuscuta pentagona var. calycina,2
Cuscuta pentagona var. microcalyx,0
Cuscuta pentagona var. subulata,0
Cuscuta pentagona var. typica,0
Cyanococcus amoenus,0
Cyanococcus atrococcus,0
Cyanococcus corymbosus,0
Cyanococcus cuthbertii,0
Cyanococcus elliottii,0
Cyanococcus fuscatus,0
Cyanococcus holophyllus,0
Cyanococcus simulatus,0
Cyanococcus virgatus,0
Cymbopogon nardus subvar. citratus,0
Cynodon amabilis,0
Cynodon fascicularis,0
Cynodon phragmites,0
Cynodon setigerus,0
Cyperus abyssinicus,1
Cyperus aequalis,0
Cyperus albostriatus var. mossii,0
Cyperus alternifolius,1622
Cyperus arenicola,0
Cyperus arundinaceus,0
Cyperus baazas,0
Cyperus braunii,0
Cyperus brevifolius forma firmiculmis,0
Cyperus brevifolius forma gracilis,0
Cyperus brevifolius forma pumilus,0
Cyperus brevifolius forma stellulatus,0
Cyperus brevifolius forma subtrifoliatus,0
Cyperus brevifolius var. stellulatus,7
Cyperus chrysomelinus,0
Cyperus cruciformis,0
Cyperus cyrtolepis var. arenicola,0
Cyperus diaphaniria,0
Cyperus durandii,0
Cyperus entrerianus forma abbreviatus,0
Cyperus entrerianus var. parvicapitulatus,6
Cyperus fallaciosus,0
Cyperus fernandezianus,0
Cyperus flavescens forma abyssinicus,0
Cyperus flavescens forma caucasicus,0
Cyperus flavescens forma compactus,0
Cyperus flavescens forma fontanesii,0
Cyperus flavescens forma gracillimus,0
Cyperus flavescens forma major,0
Cyperus flavescens forma monostachyus,0
Cyperus flavescens forma paraensis,0
Cyperus flavescens forma setaceus,0
Cyperus flavescens subsp. fallaciosus,0
Cyperus flavescens subvar. mohrii,0
"Cyperus flavescens var, paraensis",0
Cyperus flavescens var. abyssinicus,0
Cyperus flavescens var. fontanesii,0
Cyperus flavescens var. minor,0
Cyperus flavescens var. piceus,118
Cyperus flavescens var. poaeformis,42
Cyperus flavescens var. pygmaeus,0
Cyperus flavescens var. typicus,0
Cyperus fontanesii,0
Cyperus fraternus,17
Cyperus gussonei,0
Cyperus haematostachys,0
Cyperus iria forma chrysomelinus,0
Cyperus iria forma diaphaniria,0
Cyperus iria forma flavescens,0
Cyperus iria forma multiflorus,0
Cyperus iria var. flavescens,0
Cyperus iria var. paniciformis,0
Cyperus iria var. santonici,0
Cyperus iria var. typicus,0
Cyperus isocladus,3
Cyperus juncoides,0
Cyperus ligusticus,0
Cyperus luzulae var. entrerianus,9
Cyperus luzulae var. tucumanensis,2
Cyperus mariscus,1
Cyperus microlepis,0
Cyperus mossii,0
Cyperus nangtciangensis,0
Cyperus nuttallii,0
Cyperus obtusiusculus,0
Cyperus ovularis,0
Cyperus ovularis var. americanus,0
Cyperus ovularis var. sphaericus,0
Cyperus ovularis var. wolfii,0
Cyperus pallidus,0
Cyperus paniciformis,0
Cyperus panicoides,0
Cyperus papyroides,0
Cyperus paraensis,1
Cyperus piceus,0
Cyperus piceus forma potosiensis,0
Cyperus piceus forma squalidus,0
Cyperus poaeformis,0
Cyperus prolifer var. isocladus,0
Cyperus pseudovegetus var. arenicola,0
Cyperus reflexus forma anterna,0
Cyperus reflexus forma capitatus,0
Cyperus reflexus forma evolutus,0
Cyperus reflexus subforma flaccidus,0
Cyperus reflexus subforma glaucovirens,0
Cyperus reflexus var. fraternus,41
Cyperus reflexus var. genuinus,0
Cyperus reflexus var. macrostachys,0
Cyperus resinosus,0
Cyperus rivularis,0
Cyperus rufescens,0
Cyperus santonici,0
Cyperus sellowii,0
Cyperus seminudus,0
Cyperus setaceus,0
Cyperus spathaceus,0
Cyperus squalidus,1
Cyperus stramineus,0
Cyperus surinamensis var. strictus,0
Cyperus tonduzianus,0
Cyperus tristachyus,0
Cyperus tristachyus var. elongatus,0
Cyperus tristachyus var. minor,0
Cyperus tucumanensis,0
Cyperus virens var. arenicola,0
Cyperus wolfii,2
Cyperus xanthinus,0
Cyperus Xnieuwlandii,0
Czernya arundinacea,0
Dactylis patens,0
Dactylodes angulatum,0
Dactylodes dactyloides,0
Darwinia exaltata,0
Dasyanthus conglobatus,0
Datura ferox,1138
Datura inermis,0
Datura loricata,0
Datura lurida,0
Datura parviflora,0
Datura stramonium forma inermis,1
Datura stramonium forma tatula,8
Datura stramonium var. chalybea,24
Datura stramonium var. inermis,3
Datura stramonium var. tatula,1222
Datura tatula,44
Daucus abyssinicus,1
Daucus aegyptiacus,0
Daucus agrestis,0
Daucus allionii,0
Daucus australis,0
Daucus bactrianus,0
Daucus bocconei,1
Daucus brevicaulis,0
Daucus carnosus,0
Daucus carota convar. sativus,630
Daucus carota forma acaulis,0
Daucus carota forma anomalus,0
Daucus carota forma atropurpureus,0
Daucus carota forma aurantius,0
Daucus carota forma bertolonii,0
Daucus carota forma comosus,0
Daucus carota forma contractus,0
Daucus carota forma convexus,0
Daucus carota forma coronarius,0
Daucus carota forma curtus,0
Daucus carota forma degenerans,0
Daucus carota forma devolucratus,0
Daucus carota forma drepanensis,0
Daucus carota forma epurpuratus,0
Daucus carota forma filifolius,0
Daucus carota forma fischeri,0
Daucus carota forma goodmanii,0
Daucus carota forma heterocarpus,0
Daucus carota forma hollandicus,0
Daucus carota forma japonicus,0
Daucus carota forma kintoki,0
Daucus carota forma lucidus,0
Daucus carota forma maritimus,3
Daucus carota forma microcarpus,0
Daucus carota forma nitidus,0
Daucus carota forma normalis,0
Daucus carota forma ochroleucus,0
Daucus carota forma prolifer,0
Daucus carota forma purpureus,0
Daucus carota forma roseus,0
Daucus carota forma rubens,0
Daucus carota forma rubriflorus,0
Daucus carota forma saalfeldensis,0
Daucus carota forma sapporoensis,0
Daucus carota forma sativus,4
Daucus carota forma serratus,0
Daucus carota forma sulfureus,0
Daucus carota forma versicolor,0
Daucus carota forma viridulus,0
Daucus carota forma viviparus,0
Daucus carota forma vulgaris,0
Daucus carota subsp. afganicus,0
Daucus carota subsp. bocconei,0
Daucus carota subsp. cilicicus,0
Daucus carota subsp. commutatus,232
Daucus carota subsp. drepanensis,255
Daucus carota subsp. gadecaei,26
Daucus carota subsp. gingidium,0
Daucus carota subsp. gummifer,701
Daucus carota subsp. hispanicus,615
Daucus carota subsp. hispidus,29
Daucus carota subsp. japonicus,0
Daucus carota subsp. maior,0
Daucus carota subsp. maritimus,855
Daucus carota subsp. mediterraneus,0
Daucus carota subsp. occidentalis,0
Daucus carota subsp. orientalis,0
Daucus carota subsp. rupestris,3
Daucus carota subsp. sativus,630
Daucus carota subsp. syriacus,0
Daucus carota subvar. allionii,0
Daucus carota subvar. anomalus,0
Daucus carota subvar. aurantius,0
Daucus carota subvar. boissieri,0
Daucus carota subvar. brachyacanthus,0
Daucus carota subvar. dentatus,0
Daucus carota subvar. erioca,0
Daucus carota subvar. glaber,0
Daucus carota subvar. glabrescens,0
Daucus carota subvar. globosus,0
Daucus carota subvar. hollandicus,0
Daucus carota subvar. nanus,0
Daucus carota subvar. noisettii,0
Daucus carota subvar. pellucidus,0
Daucus carota subvar. puberulus,0
Daucus carota subvar. pusillus,0
Daucus carota subvar. rubens,0
Daucus carota subvar. saalfeldensis,0
Daucus carota subvar. scaber,0
Daucus carota subvar. scabridus,0
Daucus carota subvar. serratus,0
Daucus carota subvar. sulfureus,0
Daucus carota subvar. tenuiflorus,0
Daucus carota subvar. timbalianus,0
Daucus carota subvar. typicus,0
Daucus carota subvar. velutinus,0
Daucus carota subvar. villosus,0
Daucus carota subvar. violaceus,0
Daucus carota subvar. vulgaris,0
Daucus carota subvar. vulgatissimus,0
Daucus carota var. agrestis,0
Daucus carota var. albus,0
Daucus carota var. anomalus,0
Daucus carota var. atrorubens,1
Daucus carota var. aurantius,0
Daucus carota var. bocconei,0
Daucus carota var. boissieri,0
Daucus carota var. breviaculeatus,0
Daucus carota var. caucasicus,0
Daucus carota var. commutatus,1
Daucus carota var. curtus,0
Daucus carota var. dentatus,0
Daucus carota var. devolucratus,0
Daucus carota var. exiguus,0
Daucus carota var. filifolius,0
Daucus carota var. genuinus,0
Daucus carota var. giganteus,0
Daucus carota var. gingidium,0
Daucus carota var. glaber,0
Daucus carota var. glabrescens,0
Daucus carota var. grandiflorus,0
Daucus carota var. gummifer,1
Daucus carota var. hispidus,0
Daucus carota var. hollandicus,0
Daucus carota var. intermedius,0
Daucus carota var. leptophyllus,1
Daucus carota var. longus,0
Daucus carota var. maior,0
Daucus carota var. maritima,0
Daucus carota var. mauritanicus,2
Daucus carota var. maximus,0
Daucus carota var. nanus,0
Daucus carota var. noisettii,0
Daucus carota var. ochroleucus,0
Daucus carota var. pellucidus,0
Daucus carota var. petroselinifolius,0
Daucus carota var. polygamus,0
Daucus carota var. puberulus,0
Daucus carota var. purpuriflorus,0
Daucus carota var. pusillus,0
Daucus carota var. rectiradius,0
Daucus carota var. roseus,0
Daucus carota var. rubens,0
Daucus carota var. rupestris,0
Daucus carota var. saalfeldensis,0
Daucus carota var. sativus,4
Daucus carota var. scabridus,0
Daucus carota var. schavrovii,0
Daucus carota var. serotinus,0
Daucus carota var. siculus,0
Daucus carota var. silvestris,0
Daucus carota var. sulfureus,0
Daucus carota var. sylvestris,0
Daucus carota var. typicus,0
Daucus carota var. vavilovii,0
Daucus carota var. violaceus,0
Daucus carota var. witheringianus,0
Daucus carota var. zhukovskii,0
Daucus communis,0
Daucus communis subsp. gingidium,0
Daucus communis subsp. gummifer,0
Daucus communis subsp. maximus,0
Daucus communis subvar. dentatus,0
Daucus dentatus,0
Daucus drepanensis,1
Daucus durieua,828
Daucus esculentus,0
Daucus exarmatus,0
Daucus fontanesii,0
Daucus gadecaei,0
Daucus gingidium,0
Daucus gingidium forma breviaculeatus,0
Daucus gingidium forma vulgaris,0
Daucus gingidium subsp. commutatus,61
Daucus gingidium subsp. drepanensis,0
Daucus gingidium subsp. fontanesii,1
Daucus gingidium subsp. gummifer,0
Daucus gingidium subsp. hispanicus,145
Daucus gingidium subsp. rupestris,0
Daucus gingidium var. angustilobus,0
Daucus gingidium var. bertolonii,0
Daucus gingidium var. bocconei,0
Daucus gingidium var. hispidus,0
Daucus gingidium var. latilobus,0
Daucus grandiflorus,0
Daucus gummifer,7
Daucus gummifer subsp. hispidus,0
Daucus gummifer var. hispidus,0
Daucus guttatus,374
Daucus halophilus,4
Daucus heterophylus,0
Daucus heterophylus var. asper,0
Daucus heterophylus var. fumarioides,0
Daucus heterophylus var. laxifolius,0
Daucus hispanicus,0
Daucus hispidus,0
Daucus jolensis,0
Daucus kotovii,0
Daucus levis,0
Daucus lucidus,0
Daucus marcidus,0
Daucus maritimus,0
Daucus maritimus var. serratus,0
Daucus matthioli,0
Daucus mauritanicus,1
Daucus mauritanicus var. pterochlaenus,0
Daucus maximus,11
Daucus montanus,405
Daucus nebrodensis,4
Daucus nebrodensis var. rosea,0
Daucus nitidus,0
Daucus nudicaulis,0
Daucus nudicaulis var. pumilus,0
Daucus paralias,0
Daucus polygamus,0
Daucus rupestris,1
Daucus sativus,5
Daucus scariosus,0
Daucus scariosus var. ramosus,0
Daucus scariosus var. simplex,0
Daucus serratus,0
Daucus siculus,0
Daucus strigosus,0
Daucus sylvestris,0
Daucus vulgaris,0
Decaloba biflora,0
Decaloba biflora var. major,0
Decaloba biflora var. mexicana,0
Deyeuxia japonica,0
Diachroa procumbens,0
Diasperus fluitans,0
Dichanthelium annulum,17
Dichanthelium caerulescens,4
Dichanthelium dichotomum subsp. lucidum,16
Dichanthelium dichotomum subsp. mattamuskeetense,4
Dichanthelium dichotomum subsp. microcarpon,81
Dichanthelium dichotomum subsp. nitidum,7
Dichanthelium dichotomum subsp. roanokense,9
Dichanthelium dichotomum subsp. yadkinense,3
Dichanthelium dichotomum var. nitidum,31
Dichanthelium dichotomum var. ramulosum,84
Dichanthelium dichotomum var. roanokense,21
Dichanthelium lucidum,82
Dichanthelium mattamuskeetense,53
Dichanthelium microcarpon,160
Dichanthelium nitidum,4
Dichanthelium roanokense,1
Dichanthelium sphagnicola,0
Dichanthelium yadkinense,51
Dichroma ciliata,0
Dichroma leucocephala,0
Dichromena cephalotes,0
Dichromena colorata,75
Dichromena drummondiana,0
Dichromena leucocephala,3
Didiplis diandra forma aquatica,0
Didiplis diandra forma terrestris,0
Didiplis linearis,0
Digitaria affinis,0
Digitaria appressa,0
Digitaria consanguinea,0
Digitaria corymbosa,0
Digitaria hispida,0
Digitaria horizontalis,2637
Digitaria lanosa,0
Digitaria microbachne,129
Digitaria pruriens,15
Digitaria pruriens var. microbachne,0
Digitaria sanguinalis var. pruriens,0
Digitaria subhorizontalis,0
Dimeria scrobiculata,0
Diplachne acuminata,1
Diplachne fascicularis,30
Diplachne fusca var. fascicularis,26
Diplachne maritima,0
Diplachne patens,0
Diplachne procumbens,0
Diplachne tracyi,3
Diplopappus annuus,0
Diplopappus dubius,0
Diporidium purpureocostatum,0
Diporidium serrulatum,1
Discladium mossambicensis,0
Discolenta lapathifolia,0
Distomischus myuros,0
Distreptus spicatus,15
Dolichos albus,0
Dolichos lablab,148
Dolichos purpureus,5
Doronicum ramosum,0
Dulichium spathaceum,9
Durieua abyssinica,0
Durieua hispanica,3
Echinochloa colona var. frumentacea,0
Echinochloa crus-corvi,1
Echinochloa crus-galli forma echinata,0
Echinochloa crus-galli forma longiseta,25
Echinochloa crus-galli forma mitis,0
Echinochloa crus-galli forma purpurea,0
Echinochloa crus-galli forma vittata,0
Echinochloa crus-galli subsp. edulis,0
Echinochloa crus-galli subsp. hispidula,49
Echinochloa crus-galli var. aristata,0
Echinochloa crus-galli var. breviseta,2
Echinochloa crus-galli var. crus-corvi,1
Echinochloa crus-galli var. echinata,200
Echinochloa crus-galli var. edulis,0
Echinochloa crus-galli var. frumentacea,0
Echinochloa crus-galli var. hispidula,65
Echinochloa crus-galli var. longiseta,0
Echinochloa crus-galli var. mitis,268
Echinochloa crus-galli var. mutica,0
Echinochloa crusgalli forma longiseta,0
Echinochloa crusgalli subsp. muricata,0
Echinochloa crusgalli var. michauxii,0
Echinochloa crusgalli var. microstachya,0
Echinochloa crusgalli var. muricata,0
Echinochloa echinata,0
Echinochloa frumentacea,811
Echinochloa geminata,0
Echinochloa glabrescens,76
Echinochloa hispidula,30
Echinochloa microstachya,128
Echinochloa muricata subsp. microstachya,256
Echinochloa muricata var. ludoviciana,0
Echinochloa muricata var. microstachya,1038
Echinochloa muricata var. multiflora,0
Echinochloa muricata var. occidentalis,1
Echinochloa occidentalis,0
Echinochloa pungens,26
Echinochloa pungens var. coarctata,0
Echinochloa pungens var. ludoviciana,0
Echinochloa pungens var. microstachya,2
Echinochloa pungens var. multiflora,0
Echinochloa pungens var. occidentalis,0
Echinochloa pungens var. wiegandii,2
Echinochloa subverticillata,0
Echinochloa wiegandii,1
Echinodorus argentinensis,0
Echinodorus floridanus,6
Echinodorus grandiflorus var. ovatus,1
Echinodorus pellucidus,0
Echtrus mexicanus,0
Echtrus trivialis,0
Eleocharis curtisii,1
Eleocharis leptophylla,0
Eleocharis prolifera,2
Eleocharis pungens,0
Eleogiton rothii,0
Elephantopus spicatus,243
Elephantopus spicatus var. densiflorus,0
Elephantopus spicatus var. laxiflorus,0
Elephantopus spicatus var. roseus,0
Emerus herbaceus,0
Emerus sesban var. occidentalis,0
Epithymum arvense,0
Eragrostis albescens,0
Eragrostis amabilis var. duriuscula,0
Eragrostis amabilis var. plumosa,1
Eragrostis bleeseri,0
Eragrostis brizoides,0
Eragrostis brownei,1
Eragrostis bulbillifera,27
Eragrostis caroliniana,4
Eragrostis ciliaris var. patens,2
