species,sub_tsn,acc_tsn,syn_author,syn_name,syn_tsn,acc_name,acc_author
Brachypodium distachyon,41330,41330,(L.) Roth,Festuca distachya,789971,NA,NA
Brachypodium distachyon,41330,41330,(L.) Panz. ex B.D. Jacks.,Zerna distachya,796578,NA,NA
Brachypodium sylvaticum,41331,41331,Huds.,Festuca sylvatica,513561,NA,NA
Brachypodium sylvaticum,41331,41331,(Huds.) Chevall.,Agropyron sylvaticum,785350,NA,NA
Brachypodium sylvaticum,41331,41331,(Thunb. ex Murray) Koidz.,Brachypodium miserum,787470,NA,NA
Brachypodium sylvaticum,41331,41331,(Peterm.) Mussajev,Brachypodium pubescens,787472,NA,NA
Brachypodium sylvaticum,41331,41331,C.B. Clarke,Brachypodium wattii,787475,NA,NA
Brachypodium sylvaticum,41331,41331,(Huds.) Á. Löve & D. Löve,Brevipodium sylvaticum,787482,NA,NA
Brachypodium sylvaticum,41331,41331,Vill.,Bromus dumosus,787619,NA,NA
Brachypodium sylvaticum,41331,41331,(Huds.) Lyons,Bromus sylvaticus,787717,NA,NA
Brachypodium sylvaticum,41331,41331,(Huds.) Moench,Triticum sylvaticum,796255,NA,NA
Brachypodium sylvaticum,41331,41331,(Huds.) Parnell,Triticum sylvaticum,796256,NA,NA
Brachypodium sylvaticum,41331,41331,(Vill.) Tzvelev,Brachypodium sylvaticum ssp. dumosum,797647,NA,NA
Brachypodium sylvaticum,41331,41331,(Peterm.) Tzvelev,Brachypodium sylvaticum ssp. pubescens,797648,NA,NA
Brachypodium sylvaticum,41331,41331,Peterm.,Brachypodium gracile var. pubescens,799616,NA,NA
Brachypodium sylvaticum,41331,41331,(Vill.) Pinto da Silva & Teles,Brevipodium sylvaticum var. dumosum,799621,NA,NA
Brachypodium sylvaticum,41331,41331,Peterm.,Brachypodium gracile f. pubescens,803319,NA,NA
Brassica procumbens,NA,NA,NA,NA,NA,NA,NA
Brassica tournefortii,23064,23064,(Fisch.) Grossh.,Brassica tournefortii var. sisymbrioides,532658,NA,NA
Briza maxima,41529,41529,Salisb.,Briza grandis,787503,NA,NA
Briza maxima,41529,41529,(L.) Tzvelev,Macrobriza maxima,791029,NA,NA
Briza maxima,41529,41529,(L.) Cav.,Poa maxima,794216,NA,NA
Bromus catharticus,501066,501066,(J. Presl) Kunth,Bromus haenkeanus,40501,NA,NA
Bromus catharticus,501066,501066,Kunth,Bromus unioloides,40526,NA,NA
Bromus catharticus,501066,501066,Kunth,Bromus willdenowii,40528,NA,NA
Bromus catharticus,501066,501066,(Vahl) Herter,Ceratochloa cathartica,510599,NA,NA
Bromus catharticus,501066,501066,(Willd.) P. Beauv.,Ceratochloa unioloides,510603,NA,NA
Bromus catharticus,501066,501066,(Kunth) W.A. Weber,Ceratochloa willdenowii,510604,NA,NA
Bromus catharticus,501066,501066,Pilg.,Bromus angustatus,787585,NA,NA
Bromus catharticus,501066,501066,Hack. ex Buchtien,Bromus bolivianus,787593,NA,NA
Bromus catharticus,501066,501066,Hack. ex Renvoize,Bromus bolivianus,787594,NA,NA
Bromus catharticus,501066,501066,(Hook.) Thurb. ex Torr.,Bromus breviaristatus,787596,NA,NA
Bromus catharticus,501066,501066,Kunth,Bromus brongniartii,787598,NA,NA
Bromus catharticus,501066,501066,Steud.,Bromus matthewsii,787662,NA,NA
Bromus catharticus,501066,501066,Willd. ex Steud.,Bromus mucronatus,787666,NA,NA
Bromus catharticus,501066,501066,Kunth,Bromus preslii,787697,NA,NA
Bromus catharticus,501066,501066,Kunth,Bromus schraderi,787709,NA,NA
Bromus catharticus,501066,501066,Brongn.,Bromus strictus,787712,NA,NA
Bromus catharticus,501066,501066,Steud. ex Lechler,Bromus tacna,787718,NA,NA
Bromus catharticus,501066,501066,(Willd.) Raspail,Bromus unioloides,787723,NA,NA
Bromus catharticus,501066,501066,Hook.,Ceratochloa breviaristata,788054,NA,NA
Bromus catharticus,501066,501066,(Vahl) Henrard,Ceratochloa cathartica,788056,NA,NA
Bromus catharticus,501066,501066,P. Beauv.,Ceratochloa festucoides,788058,NA,NA
Bromus catharticus,501066,501066,J. Presl,Ceratochloa haenkeana,788060,NA,NA
Bromus catharticus,501066,501066,Schrad.,Ceratochloa pendula,788064,NA,NA
Bromus catharticus,501066,501066,J. Presl,Ceratochloa secunda,788067,NA,NA
Bromus catharticus,501066,501066,Nees,Ceratochloa simplex,788068,NA,NA
Bromus catharticus,501066,501066,Nees ex Steud.,Ceratochloa simplex,788069,NA,NA
Bromus catharticus,501066,501066,Steud.,Ceratochloa submutica,788071,NA,NA
Bromus catharticus,501066,501066,(Hook.) Lunell,Forasaccus breviaristatus,790152,NA,NA
Bromus catharticus,501066,501066,(Kunth) Roem. & Schult.,Schedonorus unioloides,794846,NA,NA
Bromus catharticus,501066,501066,(Kunth) Samp.,Serrafalcus unioloides,794947,NA,NA
Bromus catharticus,501066,501066,(Kunth) Lindm.,Zerna unioloides,796595,NA,NA
Bromus catharticus,501066,501066,Nees,Bromus unioloides var. glaucescens,799799,NA,NA
Bromus catharticus,501066,501066,(J. Presl) Shear,Bromus unioloides var. haenkeanus,799800,NA,NA
Bromus catharticus,501066,501066,Speg.,Bromus unioloides var. humilis,799803,NA,NA
Bromus catharticus,501066,501066,Hieron.,Bromus unioloides var. sanjuaninus,799809,NA,NA
Bromus catharticus,501066,501066,(J. Presl) Shear,Bromus willdenowii var. haenkeanus,799817,NA,NA
Bromus catharticus,501066,501066,Kunth,Bromus willdenowii var. willdenowii,799818,NA,NA
Bromus catharticus,501066,501066,Nees,Ceratochloa haenkeana var. patens,799923,NA,NA
Bromus catharticus,501066,501066,Nees,Ceratochloa haenkeana var. subspicata,799924,NA,NA
Bromus catharticus,501066,501066,Hack.,Bromus unioloides f. chasmogama,803343,NA,NA
Bromus catharticus,501066,501066,Hack.,Bromus unioloides f. cleistogama,803344,NA,NA
Bromus catharticus,501066,501066,Koos,Bromus unioloides f. pseudoparviflorus,803347,NA,NA
Bromus catharticus,501066,501066,(Domin) Kloos,Bromus unioloides f. pubiculmis,803348,NA,NA
Bromus catharticus,501066,501066,Hack.,Bromus unioloides subf. achalensis,803796,NA,NA
Bromus diandrus,40498,40498,auct. non Roth,Bromus rigidus,40517,NA,NA
Bromus diandrus,40498,40498,(Roth) Tutin ex Tzvelev,Anisantha diandra,508866,NA,NA
Bromus diandrus,40498,40498,Parl.,Bromus gussonei,509778,NA,NA
Bromus diandrus,40498,40498,(Parl.) Coss. & Durieu,Bromus diandrus var. gussonei,532721,NA,NA
Bromus diandrus,40498,40498,(Parl.) Coss. & Durieu,Bromus rigidus var. gussonei,532734,NA,NA
Bromus diandrus,40498,40498,(Roth) Tutin,Anisantha diandra,786391,NA,NA
Bromus diandrus,40498,40498,(Parl.) Nevski,Anisantha gussonii,786393,NA,NA
Bromus diandrus,40498,40498,Parl.,Bromus gussonii,787634,NA,NA
Bromus diandrus,40498,40498,(Parl.) Grossh.,Zerna gussonei,796581,NA,NA
Bromus diandrus,40498,40498,(Parl.) Maire,Bromus rigidus ssp. gussonei,797677,NA,NA
Bromus diandrus,40498,40498,(Parl.) Parl.,Bromus maximus var. gussonei,799749,NA,NA
Bromus diandrus,40498,40498,(Parl.) Asch. & Graebn.,Bromus villosus var. gussonei,799813,NA,NA
Bromus hordeaceus,501070,501070,L.,Bromus mollis,40508,NA,NA
Bromus hordeaceus,501070,501070,Hartm.,Bromus mollis var. leiostachys,532727,NA,NA
Bromus hordeaceus,501070,501070,(L.) Salisb.,Avena mollis,787073,NA,NA
Bromus hordeaceus,501070,501070,(Pers.) Fouill. ex de Lesd.,Bromus leptostachys,787650,NA,NA
Bromus hordeaceus,501070,501070,(Pers.) Steud.,Bromus leptostachys,787651,NA,NA
Bromus hordeaceus,501070,501070,Spreng.,Bromus megapotamicus,787664,NA,NA
Bromus hordeaceus,501070,501070,Weigel,Bromus nanus,787669,NA,NA
Bromus hordeaceus,501070,501070,(L.) Bubani,Forasaccus mollis,790162,NA,NA
Bromus hordeaceus,501070,501070,(L.) Gren. & Godr.,Serrafalcus hordeaceus,794935,NA,NA
Bromus hordeaceus,501070,501070,(L.) Parl.,Serrafalcus mollis,794940,NA,NA
Bromus hordeaceus,501070,501070,(L.) Hyl.,Bromus hordeaceus ssp. mollis,797660,NA,NA
Bromus hordeaceus,501070,501070,(L.) Maire,Bromus hordeaceus ssp. mollis,797661,NA,NA
Bromus hordeaceus,501070,501070,(L.) Maire & Weiller,Bromus hordeaceus ssp. mollis,797662,NA,NA
Bromus hordeaceus,501070,501070,(L.) Hiitonen,Bromus mollis ssp. hordeaceus,797674,NA,NA
Bromus hordeaceus,501070,501070,(Pers.) Beck,Bromus hordeaceus var. leptostachys,799711,NA,NA
Bromus hordeaceus,501070,501070,(L.) Fiori,Bromus hordeaceus var. mollis,799713,NA,NA
Bromus hordeaceus,501070,501070,Fouill. ex de Lesd.,Bromus leptostachys var. pubescens,799739,NA,NA
Bromus hordeaceus,501070,501070,(L.) FRIES,Bromus mollis var. hordeaceus,799753,NA,NA
Bromus hordeaceus,501070,501070,Pers.,Bromus mollis var. leptostachys,799754,NA,NA
Bromus hordeaceus,501070,501070,(Weigel) Lilj.,Bromus mollis var. nanus,799756,NA,NA
Bromus hordeaceus,501070,501070,(L.) L.,Bromus secalinus var. hordeaceus,799785,NA,NA
Bromus hordeaceus,501070,501070,(Hartm.) Hyl.,Bromus hordeaceus f. leiostachys,803328,NA,NA
Bromus hordeaceus,501070,501070,(Pers.) Wiegand,Bromus hordeaceus f. leptostachys,803329,NA,NA
Bromus hordeaceus,501070,501070,(Weigel) Todor,Bromus mollis f. nanus,803337,NA,NA
Bromus japonicus,40479,40479,Mert. & W.D.J. Koch,Bromus patulus,509783,NA,NA
Bromus japonicus,40479,40479,Hack.,Bromus japonicus var. porrectus,532724,NA,NA
Bromus japonicus,40479,40479,Trin.,Bromus cyri,787614,NA,NA
Bromus japonicus,40479,40479,Thunb.,Bromus japonicus,787643,NA,NA
Bromus japonicus,40479,40479,C.C. Gmel.,Bromus kochii,787645,NA,NA
Bromus japonicus,40479,40479,Schur,Bromus pendulus,787686,NA,NA
Bromus japonicus,40479,40479,Boiss.,Bromus phrygius,787689,NA,NA
Bromus japonicus,40479,40479,Borbás,Bromus subsquarrosus,787715,NA,NA
Bromus japonicus,40479,40479,Schur,Bromus unilateralis,787722,NA,NA
Bromus japonicus,40479,40479,Schrad.,Bromus vestitus,787726,NA,NA
Bromus japonicus,40479,40479,(Mert. & W.D.J. Koch) Bubani,Forasaccus patulus,790163,NA,NA
Bromus japonicus,40479,40479,(Mert. & W.D.J. Koch) Parl.,Serrafalcus patulus,794942,NA,NA
Bromus japonicus,40479,40479,(Boiss.) Pènzes,Bromus japonicus ssp. phrygius,797669,NA,NA
Bromus japonicus,40479,40479,(Borbás) Pènzes,Bromus japonicus ssp. subsquarrosus,797670,NA,NA
Bromus japonicus,40479,40479,(Thunb. ex Murray) Fiori,Bromus arvensis var. japonicus,799669,NA,NA
Bromus japonicus,40479,40479,(Mert. & W.D.J. Koch) Mutel,Bromus arvensis var. patulus,799670,NA,NA
Bromus japonicus,40479,40479,(Schur) Schur ex Asch. & Graebn.,Bromus japonicus var. pendulus,799725,NA,NA
Bromus japonicus,40479,40479,(Boiss.) Asch. & Graebn.,Bromus japonicus var. phrygius,799726,NA,NA
Bromus japonicus,40479,40479,(Pènzes) Soó,Bromus japonicus var. sooi,799727,NA,NA
Bromus japonicus,40479,40479,Savul.,Bromus japonicus var. subsquarrosus,799728,NA,NA
Bromus japonicus,40479,40479,(Schrad.) Degen,Bromus japonicus var. vestitus,799729,NA,NA
Bromus japonicus,40479,40479,(Schrad.) Halácsy,Bromus japonicus var. vestitus,799730,NA,NA
Bromus japonicus,40479,40479,(Schrad.) Henrard,Bromus japonicus var. vestitus,799731,NA,NA
Bromus japonicus,40479,40479,(Mert. & W.D.J. Koch) Regel,Bromus squarrosus var. patulus,799788,NA,NA
Bromus madritensis,40506,40506,(L.) Nevski,Anisantha madritensis,508867,NA,NA
Bromus madritensis,40506,40506,Forssk.,Bromus villosus,509788,NA,NA
Bromus madritensis,40506,40506,(Hack. ex Boiss.) Holub,Anisantha flabellata,786392,NA,NA
Bromus madritensis,40506,40506,Hack. ex Boiss.,Bromus flabellatus,787623,NA,NA
Bromus madritensis,40506,40506,L.,Bromus matritensis,787661,NA,NA
Bromus madritensis,40506,40506,(L.) Desf.,Festuca madritensis,790043,NA,NA
Bromus madritensis,40506,40506,(L.) Desf.,Festuca matritensis,790046,NA,NA
Bromus madritensis,40506,40506,(L.) Dumort.,Genea madritensis,790181,NA,NA
Bromus madritensis,40506,40506,(L.) Gray,Zerna madritensis,796585,NA,NA
Bromus madritensis,40506,40506,(L.) Panz. ex B.D. Jacks.,Zerna madritensis,796586,NA,NA
Bromus rigidus,565030,798287,(Roth) Hyl.,Anisantha rigida,508868,Bromus diandrus var. rigidus,(Roth) Sales
Bromus rigidus,565030,798287,Desf.,Bromus maximus,509781,Bromus diandrus var. rigidus,(Roth) Sales
Bromus rigidus,565030,798287,Roth,Bromus rigidus,565030,Bromus diandrus var. rigidus,(Roth) Sales
Bromus rigidus,565030,798287,(Roth) Laínz,Bromus diandrus ssp. rigidus,566106,Bromus diandrus var. rigidus,(Roth) Sales
Bromus rigidus,565030,798287,(Desf.) Bubani,Forasaccus maximus,790161,Bromus diandrus var. rigidus,(Roth) Sales
Bromus rigidus,565030,798287,(Desf.) Dumort.,Genea maxima,790182,Bromus diandrus var. rigidus,(Roth) Sales
Bromus rigidus,565030,798287,(Roth) Dumort.,Genea rigida,790183,Bromus diandrus var. rigidus,(Roth) Sales
Bromus rigidus,565030,798287,(Roth) Tzvelev,Anisantha diandra ssp. rigida,797582,Bromus diandrus var. rigidus,(Roth) Sales
Bromus rigidus,565030,798287,(Desf.) Soó,Bromus diandrus ssp. maximus,797655,Bromus diandrus var. rigidus,(Roth) Sales
Bromus rigidus,565030,798287,"(Roth) O. Bolòs, Masalles & Vigo",Bromus diandrus ssp. rigidus,797656,Bromus diandrus var. rigidus,(Roth) Sales
Bromus rigidus,565030,798287,(Desf.) Rothm. & P. Silva,Bromus rigidus ssp. maximus,797678,Bromus diandrus var. rigidus,(Roth) Sales
Bromus rigidus,565030,798287,(Roth) Lindb.,Bromus gussonii var. rigidus,799700,Bromus diandrus var. rigidus,(Roth) Sales
Bromus rigidus,565030,798287,(Desf.) St.-Amans,Bromus madritensis var. maximus,799746,Bromus diandrus var. rigidus,(Roth) Sales
Bromus rigidus,565030,798287,(Roth) Bab. ex Syme,Bromus madritensis var. rigidus,799747,Bromus diandrus var. rigidus,(Roth) Sales
Bromus rigidus,565030,798287,Roth,Bromus rigidus var. rigidus,799781,Bromus diandrus var. rigidus,(Roth) Sales
Bromus rigidus,565030,798287,(Roth) Mutel,Bromus rubens var. rigidus,799782,Bromus diandrus var. rigidus,(Roth) Sales
Bromus rigidus,565030,798287,(Desf.) Asch. & Graebn.,Bromus villosus var. maximus,799814,Bromus diandrus var. rigidus,(Roth) Sales
Bromus rigidus,565030,798287,(Roth) Asch. & Graebn.,Bromus villosus var. rigidus,799815,Bromus diandrus var. rigidus,(Roth) Sales
Bromus rubens,40518,40518,(L.) Nevski,Anisantha rubens,508869,NA,NA
Bromus rubens,40518,40518,(L.) Husn.,Bromus madritensis ssp. rubens,525345,NA,NA
Bromus rubens,40518,40518,(L.) Pers.,Festuca rubens,790116,NA,NA
Bromus rubens,40518,40518,(L.) Grossh.,Zerna rubens,796591,NA,NA
Bromus rubens,40518,40518,(L.) Duvin,Bromus madritensis ssp. rubens,797672,NA,NA
Bromus rubens,40518,40518,(L.) St.-Amans,Bromus scoparius var. rubens,799783,NA,NA
Bromus sterilis,40522,40522,(L.) Nevski,Anisantha sterilis,508870,NA,NA
Bromus sterilis,40522,40522,Weigel,Bromus grandiflorus,787633,NA,NA
Bromus sterilis,40522,40522,Ten.,Bromus jubatus,787644,NA,NA
Bromus sterilis,40522,40522,(L.) Dumort.,Genea sterilis,790184,NA,NA
Bromus sterilis,40522,40522,(L.) Fr.,Schedonorus sterilis,794843,NA,NA
Bromus sterilis,40522,40522,Panz. ex B.D. Jacks.,Zerna sterilis,796592,NA,NA
Brugmansia candida,565032,501973,(Pers.) Saff.,Datura candida,192940,Brugmansia X candida,Pers. (pro. sp.)
Brugmansia candida,565032,501973,auct. non (L.) Steud.,Brugmansia arborea,509793,Brugmansia X candida,Pers. (pro. sp.)
Brugmansia candida,565032,501973,L.,Datura arborea,512103,Brugmansia X candida,Pers. (pro. sp.)
Brugmansia candida,565032,501973,Pers.,Brugmansia candida,565032,Brugmansia X candida,Pers. (pro. sp.)
Bryonia diocia,NA,NA,NA,NA,NA,NA,NA
Bryophyllum fedtschenkoi,565752,503271,(Raym.-Hamet & H. Perrier) Lauz.-March.,Bryophyllum fedtschenkoi,565752,Kalanchoe fedtschenkoi,Raym.-Hamet & H. Perrier
Bryophyllum proliferum,NA,NA,NA,NA,NA,NA,NA
Bunium alpinum,NA,NA,NA,NA,NA,NA,NA
Calamintha nepeta,501114,511166,(L.) Savi,Calamintha nepeta,501114,Clinopodium nepeta,(L.) Kuntze
Calendula stellata,NA,NA,NA,NA,NA,NA,NA
Calliandra houstoniana var. calothyrsus,NA,NA,NA,NA,NA,NA,NA
Calopogonium mucunoides,501155,501155,Urb.,Calopogonium orthocarpum,509973,NA,NA
Campylopus introflexus,547662,16782,auct. Amer. non (Hedw.) Brid.,Campylopus introflexus,547662,Campylopus pilifer,Brid.
Canavalia cathartica,501178,501178,(Roxb.) Wight & Arn.,Canavalia virosa,506347,NA,NA
Canna x generalis,42411,42411,L.H. Bailey,Canna X orchiodes,501191,NA,NA
Carduus nutans,35787,35787,Weinm.,Carduus thoermeri,35790,NA,NA
Carduus nutans,35787,35787,Desf.,Carduus macrocephalus,510123,NA,NA
Carduus nutans,35787,35787,Peterm.,Carduus macrolepis,510124,NA,NA
Carduus nutans,35787,35787,(Petrovic) Stojanov & Stef.,Carduus nutans ssp. leiophyllus,523743,NA,NA
Carduus nutans,35787,35787,(Desf.) Nyman,Carduus nutans ssp. macrocephalus,523744,NA,NA
Carduus nutans,35787,35787,(Peterm.) Kazmi,Carduus nutans ssp. macrolepis,523745,NA,NA
Carduus nutans,35787,35787,L.,Carduus nutans ssp. nutans,523746,NA,NA
Carduus nutans,35787,35787,(Petrovic) Arènes,Carduus nutans var. leiophyllus,532930,NA,NA
Carduus nutans,35787,35787,(Desf.) B. Boivin,Carduus nutans var. macrocephalus,532931,NA,NA
Carduus nutans,35787,35787,(H.M. Hallier) B. Boivin,Carduus nutans var. vestitus,532932,NA,NA
Cascabela thevetia,510320,30228,Juss. ex Steud.,Thevetia neriifolia,182223,Thevetia peruviana,(Pers.) K. Schum.
Cascabela thevetia,510320,30228,(L.) Lippold,Cascabela thevetia,510320,Thevetia peruviana,(Pers.) K. Schum.
Cascabela thevetia,510320,30228,L.,Cerbera thevetia,510615,Thevetia peruviana,(Pers.) K. Schum.
Castilla elastica,19078,19078,O.F. Cook,Castilla panamensis,510405,NA,NA
Castilla elastica,19078,19078,Sessé,Castilla elastica ssp. elastica,524861,NA,NA
Castilla elastica,19078,19078,(Liebm.) C.C. Berg,Castilla elastica ssp. costaricana,524862,NA,NA
Caulerpa racemosa var. cylindracea,NA,NA,NA,NA,NA,NA,NA
Cecropia peltata,19214,822760,auct. non L.,Cecropia peltata,19214,Cecropia schreberiana ssp. antillarum,(Snethl.) C.C. Berg & P. Franco
Celosia argentea,20778,20778,L.,Celosia margaritacea,510504,NA,NA
Celosia argentea,20778,20778,L.,Celosia argentea var. argentea,530990,NA,NA
Cenchrus biflorus,40572,40572,Schumacher,Cenchrus barbatus,510513,NA,NA
Cenchrus biflorus,40572,40572,Delile,Cenchrus catharticus,510515,NA,NA
Cenchrus biflorus,40572,40572,Schltdl.,Cenchrus catharticus,788009,NA,NA
Cenchrus biflorus,40572,40572,Forssk.,Elymus caput-medusae,789432,NA,NA
Centranthus longiflorus,NA,NA,NA,NA,NA,NA,NA
Centrosema pubescens,501356,501356,(Benth.) Kuntze,Bradburya pubescens,509678,NA,NA
Cerastium perfoliatum,NA,NA,NA,NA,NA,NA,NA
Ceratocephala testiculata,501365,18649,auct. non (L.) Pers.,Ceratocephala falcata,18751,Ranunculus testiculatus,Crantz
Ceratocephala testiculata,501365,18649,(Crantz) Roth,Ceratocephala testiculata,501365,Ranunculus testiculatus,Crantz
Ceratocephala testiculata,501365,18649,DC.,Ceratocephala orthoceras,510597,Ranunculus testiculatus,Crantz
Ceratocephala testiculata,501365,18649,auct. non L.,Ranunculus falcatus,519952,Ranunculus testiculatus,Crantz
Chamomilla recutita,510767,780435,L. 1755 & 1763 non 1753,Matricaria chamomilla,38074,Matricaria chamomilla,L.
Chamomilla recutita,510767,780435,DC.,Matricaria courrantiana,38075,Matricaria chamomilla,L.
Chamomilla recutita,510767,780435,L.,Matricaria recutita,38079,Matricaria chamomilla,L.
Chamomilla recutita,510767,780435,(L.) Rydb.,Chamomilla chamomilla,510763,Matricaria chamomilla,L.
Chamomilla recutita,510767,780435,(L.) Rauschert,Chamomilla recutita,510767,Matricaria chamomilla,L.
Chamomilla recutita,510767,780435,L.,Matricaria suaveolens,516831,Matricaria chamomilla,L.
Chamomilla recutita,510767,780435,(J. Gay) Coss. & Germ.,Matricaria chamomilla var. coronata,537420,Matricaria chamomilla,L.
Chenopodium album,20592,20592,Aellen,Chenopodium missouriense,20620,NA,NA
Chenopodium album,20592,20592,Andrz.,Chenopodium acerifolium,510802,NA,NA
Chenopodium album,20592,20592,Muhl. ex Willd.,Chenopodium lanceolatum,510812,NA,NA
Chenopodium album,20592,20592,auct. non Rchb.,Chenopodium paganum,510818,NA,NA
Chenopodium album,20592,20592,Murr,Chenopodium suecicum,510823,NA,NA
Chenopodium album,20592,20592,L.,Chenopodium album ssp. album,524866,NA,NA
Chenopodium album,20592,20592,Aellen,Chenopodium album ssp. dacoticum,525446,NA,NA
Chenopodium album,20592,20592,Aellen,Chenopodium album ssp. fallax,525447,NA,NA
Chenopodium album,20592,20592,Moq.,Chenopodium album var. candicans,527307,NA,NA
Chenopodium album,20592,20592,(Aellen) Bassett & Crompton,Chenopodium album var. missouriense,527309,NA,NA
Chenopodium album,20592,20592,Aellen,Chenopodium album var. stevensii,527310,NA,NA
Chenopodium album,20592,20592,Makino,Chenopodium album var. centrorubrum,531006,NA,NA
Chenopodium album,20592,20592,L.,Chenopodium album var. album,531163,NA,NA
Chenopodium album,20592,20592,(Muhl. ex Willd.) Coss. & Germ.,Chenopodium album var. lanceolatum,533446,NA,NA
Chenopodium album,20592,20592,Aellen,Chenopodium album var. polymorphum,533448,NA,NA
Chenopodium album,20592,20592,Aellen,Chenopodium missouriense var. bushianum,533474,NA,NA
Chloris barbata,565064,565064,Link,Chloris inflata,41566,NA,NA
Chloris barbata,565064,565064,Steud.,Chloris paraguaiensis,510844,NA,NA
Chloris barbata,565064,565064,L.,Andropogon barbatus,786064,NA,NA
Chloris barbata,565064,565064,Steud.,Chloris longifolia,788293,NA,NA
Chloris barbata,565064,565064,Steud.,Chloris rufescens,788333,NA,NA
Chloris barbata,565064,565064,Kuntze,Chloris barbata var. divaricata,799970,NA,NA
Chrysanthemum corymbosum,565705,565559,L.,Chrysanthemum corymbosum,565705,Tanacetum corymbosum,(L.) Sch. Bip.
Chrysopogon aciculatus,41579,41579,Retz. ex Roem. & Schult.,Andropogon acicularis,786028,NA,NA
Chrysopogon aciculatus,41579,41579,Willd.,Andropogon acicularis,786029,NA,NA
Chrysopogon aciculatus,41579,41579,Retz.,Andropogon aciculatus,786030,NA,NA
