acc_name,synonyms,acc_name_source,climate,Atlas,fl_nox,fed_nox,naturalized,weedy,occurrences,occurrences_new
Arthraxon hispidus,"Alectoridia quartiniana, Andropogon alectoridia, Andropogon amplexifolius, Andropogon ciliaris, Andropogon cuspidatus, Andropogon lasiocoleos, Andropogon micans, Andropogon nudus, Andropogon submuticus, Arthraxon antsirabensis, Arthraxon breviaristatus, Arthraxon caucasicus, Arthraxon centrasiaticus, Arthraxon ciliaris, Arthraxon ciliaris subsp. langsdorffii, Arthraxon ciliaris subsp. nudus, Arthraxon ciliaris subsp. quartiniana, Arthraxon ciliaris subsp. submuticus, Arthraxon ciliaris subsp. vriesii, Arthraxon ciliaris var. australis, Arthraxon ciliaris var. centrasiaticus, Arthraxon ciliaris var. coloratus, Arthraxon ciliaris var. cryptatherus, Arthraxon ciliaris var. genuinus, Arthraxon ciliaris var. glabrescens, Arthraxon ciliaris var. gracilis, Arthraxon ciliaris var. hookeri, Arthraxon ciliaris var. quartiniana, Arthraxon ciliaris var. tenellus, Arthraxon coloratus, Arthraxon cryptatherus, Arthraxon cryptatherus subsp. centrasiaticus, Arthraxon cryptatherus subsp. submuticus, Arthraxon cryptatherus var. ciliaris, Arthraxon cuspidatus, Arthraxon cuspidatus var. genuinus, Arthraxon cuspidatus var. micans, Arthraxon gracilis, Arthraxon hispidus, Arthraxon hispidus forma breviseta, Arthraxon hispidus forma centrasiaticus, Arthraxon hispidus forma formosanus, Arthraxon hispidus forma hispidissimus, Arthraxon hispidus forma japonicus, Arthraxon hispidus forma kobuna, Arthraxon hispidus forma langsdorffii, Arthraxon hispidus forma macranthus, Arthraxon hispidus forma monticola, Arthraxon hispidus forma quartinianus, Arthraxon hispidus forma riukiuensis, Arthraxon hispidus forma vriesii, Arthraxon hispidus subsp. caucasicus, Arthraxon hispidus subsp. centrasiaticus, Arthraxon hispidus subsp. ciliaris, Arthraxon hispidus subsp. langsdorffii, Arthraxon hispidus var. brevisetus, Arthraxon hispidus var. centrasiaticus, Arthraxon hispidus var. ciliaris, Arthraxon hispidus var. cryptatherus, Arthraxon hispidus var. hispidissimus, Arthraxon hispidus var. hookeri, Arthraxon hispidus var. japonicus, Arthraxon hispidus var. microphyllus, Arthraxon hispidus var. monticola, Arthraxon hispidus var. muticus, Arthraxon hispidus var. nudus, Arthraxon hispidus var. vriesii, Arthraxon hookeri, Arthraxon inermis, Arthraxon japonicus, Arthraxon kobuna, Arthraxon langsdorffii, Arthraxon langsdorffii var. centrasiaticus, Arthraxon langsdorffii var. cryptatherus, Arthraxon langsdorffii var. submuticus, Arthraxon lasiocoleos, Arthraxon major, Arthraxon mauritianus, Arthraxon micans, Arthraxon nitidulus, Arthraxon nudus, Arthraxon okamotoi, Arthraxon pallidus, Arthraxon pauciflorus, Arthraxon pauciflorus var. muticus, Arthraxon plumbeus, Arthraxon quartinianus, Arthraxon quartinianus subsp. vriesii, Arthraxon quartinianus var. glabrescens, Arthraxon quartinianus var. monostachys, Arthraxon quartinianus var. montanus, Arthraxon satarensis, Arthraxon schimperi, Arthraxon submuticus, Arthraxon violaceus, Batratherum micans, Batratherum submuticum, Deyeuxia japonica, Digitaria hispida, Dimeria scrobiculata, Lasiolytrum hispidum, Lucaea gracilis, Lucaea langsdorffii, Lucaea major, Lucaea plumbea, Lucaea violacea, Lucaea vriesii, Phalaris hispida, Pleuroplitis caucasica, Pleuroplitis centrasiatica, Pleuroplitis langsdorffii, Pleuroplitis langsdorffii var. breviseta, Pleuroplitis langsdorffii var. caucasica, Pleuroplitis langsdorffii var. centrasiatica, Pleuroplitis langsdorffii var. chinensis, Pleuroplitis langsdorffii var. gracilis, Pleuroplitis langsdorffii var. japonica, Pleuroplitis langsdorffii var. submutica, Pleuroplitis major, Pleuroplitis plumbea, Pleuroplitis quartiniana, Pleuroplitis quartiniana var. caespitosa, Pleuroplitis quartiniana var. plumbea, Pleuroplitis quartiniana var. tenella, Pollinia ciliaris",Atlas,1,1,0,0,1,1,12433,12941
Artocarpus heterophyllus,"Artocarpus brasiliensis, Artocarpus heterophyllus, Artocarpus integer, Artocarpus integrifolius, Artocarpus maximus, Artocarpus philippensis, Saccus heterophyllus",Atlas,1,1,0,0,1,1,1215,1920
Arundinella hirta,Arundinella hirta,TNRS,1,0,0,0,0,1,2691,3334
Asperugo procumbens,Asperugo procumbens,ITIS,1,0,0,0,1,1,9514,9509
Asperula laevigata,Asperula laevigata,TNRS,0,0,0,0,0,1,390,368
Asplenium foreziense,Asplenium foreziense,CABI,0,0,0,0,0,0,393,419
Astragalus crenatus,"Astragalus corrugatus, Astragalus crenatus",ITIS,1,0,0,0,0,1,191,73
Astragalus galegiformis,Astragalus galegiformis,ITIS,1,0,0,0,0,1,56,55
Athamanta sicula,Athamanta sicula,TNRS,1,0,0,0,1,0,35,54
Atriplex argentea,Atriplex argentea,ITIS,1,0,0,0,1,1,401,267
Atriplex hortensis,"Atriplex acuminata, Atriplex hortensis, Atriplex hortensis ssp. nitens, Atriplex hortensis var. atrosanguinea, Atriplex hortensis var. rubra, Atriplex nitens",ITIS,0,0,0,0,1,1,3209,3255
Atriplex portulacoides,"Atriplex portulacoides, Halimione portulacoides",ITIS,1,0,0,0,0,1,23329,26316
Atriplex semibaccata,Atriplex semibaccata,ITIS,1,0,0,0,1,1,10311,11552
Atriplex sphaeromorpha,Atriplex sphaeromorpha,TNRS,1,0,0,0,1,1,14,75
Austroderia richardii,"Arundo australis, Arundo kakao, Arundo richardii, Austroderia richardii, Cortaderia richardii",ITIS,1,0,0,0,1,1,1835,1175
Austroeupatorium inulifolium,Austroeupatorium inulifolium,TNRS,1,0,0,0,0,1,802,828
Avena barbata,"Avena almeriensis, Avena barbata, Avena barbata subvar. hirsuta, Avena deusta, Avena hoppeana, Avena sallentiana, Avena sativa var. barbata, Avena sesquitertia, Avena strigosa ssp. barbata",ITIS,1,0,0,0,1,1,85037,79512
Avena clauda,Avena clauda,TNRS,1,0,0,0,0,0,75,30
Avena eriantha,Avena eriantha,TNRS,1,0,0,0,0,0,137,19
Avena fatua,"Anelytrum avenaceum, Avena fatua, Avena fatua ssp. meridionalis, Avena fatua var. glabrata, Avena fatua var. intermedia, Avena fatua var. vilis, Avena intermedia, Avena lanuginosa, Avena meridionalis, Avena patens, Avena pilosa, Avena sativa var. fatua, Avena sativa var. sericea, Avena septentrionalis, Avena vilis",ITIS,1,0,0,0,1,1,78408,50278
Avena sterilis,"Avena affinis, Avena algeriensis, Avena byzantina var. solida, Avena fatua var. ludoviciana, Avena ludoviciana, Avena ludoviciana var. ludoviciana, Avena macrocalyx, Avena macrocarpa, Avena melillensis, Avena nutans, Avena persica, Avena sativa ssp. sterilis, Avena sativa var. ludoviciana, Avena sativa var. sterilis, Avena sensitiva, Avena solida, Avena sterilis, Avena sterilis ssp. ludoviciana, Avena sterilis ssp. macrocarpa, Avena sterilis var. algeriensis, Avena sterilis var. ludoviciana, Avena sterilis var. solida, Avena turonensis, Avena X ludoviciana",ITIS,1,0,1,1,1,1,64259,11700
Avena sterilis subsp. ludoviciana,Avena sterilis subsp. ludoviciana,TNRS,1,0,0,0,1,0,2219,1744
Azolla pinnata,"Azolla pinnata, Rhizosperma pinnata",Atlas,1,1,0,1,1,1,2006,1591
Baccharis pilularis,Baccharis pilularis,ITIS,1,0,0,0,1,1,6253,6677
Bacopa egensis,Bacopa egensis,ITIS,1,0,0,0,1,1,23,29
Bacopa lanigera,Bacopa lanigera,TNRS,0,0,0,0,1,0,47,30
Bacopa myriophylloides,Bacopa myriophylloides,TNRS,0,0,0,0,0,0,62,83
Balanites aegyptiacus,"Balanites aegyptiaca, Balanites aegyptiacus",ITIS,1,0,0,0,1,1,5265,10046
Ballota hirsuta,Ballota hirsuta,TNRS,0,0,0,0,0,0,6000,3870
Ballota rupestris,Ballota rupestris,TNRS,1,0,0,0,0,0,5,4
Bambusa bambos,"Arundarbor arundinacea, Arundo bambos, Bambos arundinacea, Bambos bambos, Bambusa arundinacea, Bambusa bambos, Barbusa bambos",ITIS,1,0,0,0,1,1,81,93
Barleria prionitis,Barleria prionitis,ITIS,1,0,0,0,1,1,269,207
Barringtonia asiatica,Barringtonia asiatica,ITIS,1,0,0,0,1,1,500,604
Bassia hyssopifolia,"Bassia hyssopifolia, Echinopsilon hyssopifolium, Echinopsilon hyssopifolius, Kochia hyssopifolia",ITIS,1,0,0,0,1,1,871,977
Bauhinia tomentosa,Bauhinia tomentosa,ITIS,1,0,0,0,1,1,330,374
Beaucarnea recurvata,"Beaucarnea recurvata, Nolina recurvata",TNRS,1,0,0,0,1,0,197,239
Beckmannia syzigachne,"Beckmannia eruciformis, Beckmannia eruciformis ssp. syzigachne, Beckmannia syzigachne",ITIS,1,0,0,0,1,1,2032,3813
Begonia minor,Begonia minor,TNRS,0,0,0,0,1,0,16,24
Begonia nelumbiifolia,Begonia nelumbiifolia,ITIS,1,0,0,0,1,1,236,327
Bellevalia romana,Bellevalia romana,TNRS,1,0,0,0,1,1,168,232
Bellevalia trifoliata,Bellevalia trifoliata,TNRS,1,0,0,0,1,0,172,332
Bencomia caudata,Bencomia caudata,TNRS,0,0,0,0,1,0,160,72
Berberis thunbergii,"Berberis thunbergii, Berberis thunbergii var. atropurpurea",ITIS,1,0,0,0,1,1,11145,17379
Berberis vulgaris,Berberis vulgaris,ITIS,1,0,0,0,1,1,61176,65219
Bidens aurea,"Bidens aurea, Bidens aurea var. wrightii, Bidens ferulifolia, Bidens heterophylla, Coreopsis aurea, Coreopsis ferulifolia",ITIS,0,0,0,0,1,1,2333,1754
Bifora testiculata,Bifora testiculata,ITIS,1,0,0,0,1,1,1552,179
Bignonia callistegioides,"Bignonia callistegioides, Clytostoma callistegioides",TNRS,1,0,0,0,1,0,145,115
Billardiera heterophylla,"Billardiera heterophylla, Sollya fusiformis, Sollya heterophylla",ITIS,1,0,0,0,1,1,1546,637
Biscutella didyma,Biscutella didyma,TNRS,1,0,0,0,0,1,2035,1781
Biscutella eriocarpa,Biscutella eriocarpa,TNRS,1,0,0,0,0,0,1,1
Bistorta officinalis,"Bistorta officinalis, Persicaria bistorta, Polygonum bistorta, Polygonum bistorta var. bistorta",ITIS,1,0,0,0,1,1,72311,8761
Blumenbachia insignis,Blumenbachia insignis,TNRS,0,0,0,0,0,1,79,58
Bocconia frutescens,Bocconia frutescens,ITIS,1,0,0,0,1,1,2948,3009
Boehmeria penduliflora,Boehmeria penduliflora,TNRS,1,0,0,0,1,0,169,179
Bolbitis fluviatilis,Bolbitis fluviatilis,ITIS,0,0,0,0,0,0,78,75
Bolbitis heteroclita,Bolbitis heteroclita,TNRS,0,0,0,0,0,0,413,517
Bolboschoenus maritimus,"Bolboschoenus maritimus, Schoenoplectus maritimus, Scirpus maritimus",ITIS,1,0,0,0,1,1,93326,83210
Bombycilaena erecta,Bombycilaena erecta,TNRS,1,0,0,0,0,1,12963,11585
Bonnaya ciliata,"Bonnaya brachiata, Bonnaya ciliata, Gratiola ciliata, Gratiola serrata, Ilysanthes ciliata, Lindernia ciliata, Lindernia serrata",Atlas,1,1,0,0,1,1,299,240
Borago pygmaea,Borago pygmaea,TNRS,1,0,0,0,1,1,117,137
Bougainvillea rugosa,Bougainvillea rugosa,CABI,0,0,0,0,0,0,0,0
Brachypodium distachyon,"Agropyron distachyon, Brachypodium distachyon, Brachypodium distachyum, Bromus distachyos, Bromus geniculatus, Festuca distachya, Trachynia distachya, Zerna distachya",ITIS,1,0,0,0,1,1,20887,38246
Brachypodium sylvaticum,"Agropyron sylvaticum, Brachypodium gracile f. pubescens, Brachypodium gracile var. pubescens, Brachypodium miserum, Brachypodium pubescens, Brachypodium sylvaticum, Brachypodium sylvaticum ssp. dumosum, Brachypodium sylvaticum ssp. pubescens, Brachypodium wattii, Brevipodium sylvaticum, Brevipodium sylvaticum var. dumosum, Bromus dumosus, Bromus sylvaticus, Festuca sylvatica, Triticum sylvaticum",ITIS,1,0,0,0,1,1,281279,288687
Brassica procumbens,Brassica procumbens,TNRS,1,0,0,0,0,0,15,17
Brassica tournefortii,"Brassica tournefortii, Brassica tournefortii var. sisymbrioides",ITIS,1,0,0,0,1,1,15757,17718
Briza maxima,"Briza grandis, Briza maxima, Macrobriza maxima, Poa maxima",ITIS,1,0,0,0,1,1,33533,39617
Bromus catharticus,"Bromus angustatus, Bromus bolivianus, Bromus breviaristatus, Bromus brongniartii, Bromus catharticus, Bromus haenkeanus, Bromus mathewsii, Bromus matthewsii, Bromus mucronatus, Bromus preslii, Bromus schraderi, Bromus strictus, Bromus tacna, Bromus unioloides, Bromus unioloides f. chasmogama, Bromus unioloides f. cleistogama, Bromus unioloides f. pseudoparviflorus, Bromus unioloides f. pubiculmis, Bromus unioloides forma chamogama, Bromus unioloides forma cleistogama, Bromus unioloides forma pseudoparviflorus, Bromus unioloides subf. achalensis, Bromus unioloides subforma achalensis, Bromus unioloides var. glaucescens, Bromus unioloides var. haenkeanus, Bromus unioloides var. humilis, Bromus unioloides var. sanjuaninus, Bromus unioloides var. virens, Bromus willdenowii, Bromus willdenowii var. haenkeanus, Bromus willdenowii var. willdenowii, Ceratochloa breviaristata, Ceratochloa cathartica, Ceratochloa festucoides, Ceratochloa haenkeana, Ceratochloa haenkeana var. patens, Ceratochloa haenkeana var. subspicata, Ceratochloa pendula, Ceratochloa secunda, Ceratochloa simplex, Ceratochloa submutica, Ceratochloa unioloides, Ceratochloa willdenowii, Festuca unioloides, Forasaccus breviaristatus, Schedonorus unioloides, Serrafalcus unioloides, Zerna unioloides",Atlas,1,1,0,0,1,1,24538,25974
Bromus condensatus,"Bromopsis condensata, Bromus condensatus, Bromus erectus var. condensatus, Zerna condensata",ITIS,0,0,0,0,0,0,32,97
Bromus diandrus,"Anisantha diandra, Anisantha gussonii, Bromus diandrus, Bromus diandrus var. gussonei, Bromus gussonei, Bromus gussonii, Bromus maximus var. gussonei, Bromus rigidus, Bromus rigidus ssp. gussonei, Bromus rigidus var. gussonei, Bromus villosus var. gussonei, Zerna gussonei",ITIS,1,0,0,0,1,1,52109,63216
Bromus diandrus var. rigidus,"Anisantha diandra ssp. rigida, Anisantha rigida, Bromus diandrus ssp. maximus, Bromus diandrus ssp. rigidus, Bromus diandrus var. rigidus, Bromus gussonii var. rigidus, Bromus madritensis var. maximus, Bromus madritensis var. rigidus, Bromus maximus, Bromus rigidus, Bromus rigidus ssp. maximus, Bromus rigidus var. rigidus, Bromus rubens var. rigidus, Bromus villosus var. maximus, Bromus villosus var. rigidus, Forasaccus maximus, Genea maxima, Genea rigida",ITIS,1,0,0,0,1,1,5057,14038
Bromus hordeaceus,"Avena mollis, Bromus hordeaceus, Bromus hordeaceus f. leiostachys, Bromus hordeaceus f. leptostachys, Bromus hordeaceus ssp. mollis, Bromus hordeaceus var. leptostachys, Bromus hordeaceus var. mollis, Bromus leptostachys, Bromus leptostachys var. pubescens, Bromus megapotamicus, Bromus mollis, Bromus mollis f. nanus, Bromus mollis ssp. hordeaceus, Bromus mollis var. hordeaceus, Bromus mollis var. leiostachys, Bromus mollis var. leptostachys, Bromus mollis var. nanus, Bromus nanus, Bromus secalinus var. hordeaceus, Forasaccus mollis, Serrafalcus hordeaceus, Serrafalcus mollis",ITIS,1,0,0,0,1,1,304077,223273
Bromus inermis,"Bromopsis inermis, Bromopsis inermis var. aristata, Bromus inermis, Bromus inermis f. aristatus, Bromus inermis f. bulbiferus, Bromus inermis f. proliferus, Bromus inermis f. villosus, Bromus inermis ssp. inermis, Bromus inermis ssp. inermis var. divaricatus, Bromus inermis ssp. inermis var. inermis, Bromus inermis ssp. pumpellianus var. coloradensis, Bromus inermis var. aristatus, Bromus inermis var. divaricatus, Bromus inermis var. inermis, Bromus inermis var. villosus, Bromus inopinatus, Festuca inermis, Festuca inermis var. inermis, Festuca inermis var. villosa, Forasaccus inermis, Poa bromoides, Schedonorus inermis, Zerna inermis",ITIS,1,0,0,0,1,1,48425,54184
Bromus interruptus,Bromus interruptus,TNRS,0,0,0,0,0,1,217,174
Bromus japonicus,"Bromus abolinii, Bromus arvensis var. japonicus, Bromus arvensis var. patulus, Bromus cyri, Bromus gedrosianus, Bromus japonicus, Bromus japonicus ssp. phrygius, Bromus japonicus ssp. subsquarrosus, Bromus japonicus subsp. phrygius, Bromus japonicus subsp. sooi, Bromus japonicus var. pendulus, Bromus japonicus var. phrygius, Bromus japonicus var. porrectus, Bromus japonicus var. sooi, Bromus japonicus var. subsquarrosus, Bromus japonicus var. vestitus, Bromus kochii, Bromus patulus, Bromus patulus subsp. subsquarrosus, Bromus patulus var. genuinus, Bromus patulus var. vestitus, Bromus pendulus, Bromus phrygius, Bromus squarrosus var. patulus, Bromus subsquarrosus, Bromus unilateralis, Bromus vestitus, Forasaccus patulus, Serrafalcus japonicus, Serrafalcus patulus",Atlas,1,1,0,0,1,1,4557,3023
Bromus kalmii,"Bromopsis kalmii, Bromus ciliatus var. purgans, Bromus hookeri, Bromus hookeri var. hookeri, Bromus imperialis, Bromus kalmii, Bromus purgans, Bromus steudelii, Forasaccus purgans, Zerna purgans",ITIS,0,0,0,0,1,1,474,736
Bromus madritensis,"Anisantha flabellata, Anisantha madritensis, Bromus flabellatus, Bromus madritensis, Bromus matritensis, Bromus villosus, Festuca madritensis, Festuca matritensis, Genea madritensis, Zerna madritensis",ITIS,1,0,0,0,1,1,23297,24129
Bromus rubens,"Anisantha rubens, Bromus madritensis ssp. rubens, Bromus rubens, Bromus scoparius var. rubens, Festuca rubens, Zerna rubens",ITIS,1,0,0,0,1,1,23160,23797
Bromus sitchensis,"Bromus sitchensis, Ceratochloa sitchensis",TNRS,0,0,0,0,1,1,2312,1806
Bromus squarrosus,"Bromus japonicus ssp. noeanus, Bromus japonicus var. paniculatus, Bromus leptostachys, Bromus noeanus, Bromus pubescens, Bromus squarrosus, Bromus wolgensis, Forasaccus squarrosus, Serrafalcus squarrosus",ITIS,1,0,0,0,1,1,7053,9676
Bromus sterilis,"Anisantha sterilis, Bromus grandiflorus, Bromus jubatus, Bromus sterilis, Genea sterilis, Schedonorus sterilis, Zerna sterilis",ITIS,1,0,0,0,1,1,227181,243119
Brugmansia X candida,"Brugmansia arborea, Brugmansia candida, Brugmansia X candida, Datura arborea, Datura candida",ITIS,1,0,0,0,1,1,2022,1205
Bryonia diocia,Bryonia diocia,CABI,1,0,0,0,0,0,0,63520
Bryophyllum proliferum,Bryophyllum proliferum,TNRS,1,0,0,0,1,1,69,46
Buddleja asiatica,Buddleja asiatica,ITIS,1,0,0,0,1,1,964,973
Bufonia macropetala subsp. willkommiana,"Bufonia macropetala subsp. willkommiana, Bufonia willkommiana",TNRS,1,0,0,0,1,0,26,34
Bufonia paniculata,Bufonia paniculata,TNRS,1,0,0,0,0,0,62,321
Buglossoides arvensis,"Buglossoides arvensis, Buglossoides arvensis forma incrassata, Buglossoides arvensis subsp. gasparrinii, Buglossoides arvensis subsp. incrassata, Buglossoides arvensis subsp. occidentalis, Buglossoides arvensis subsp. permixta, Buglossoides arvensis subsp. sibthorpiana, Buglossoides arvensis var. caerulescens, Buglossoides gasparrinii, Buglossoides incrassata, Buglossoides permixta, Lithospermum arvense, Lithospermum arvense subsp. gasparrinii, Lithospermum arvense var. caerulescens, Lithospermum arvense var. incrassatum, Lithospermum calycinum, Lithospermum gasparrinii, Lithospermum incrassatum, Lithospermum permixtum, Lithospermum sibthorpianum",Atlas,0,1,0,0,1,1,35334,21919
Bunias erucago,"Bunias arvensis, Bunias erucago",TNRS,1,0,0,0,1,1,3198,5379
Bunias orientalis,Bunias orientalis,ITIS,1,0,0,0,1,1,28180,31168
Bunium alpinum,Bunium alpinum,TNRS,1,0,0,0,0,1,147,49
Bunium bulbocastanum,"Bulbocastanum linnaei, Bunium bulbocastanum, Carum bulbocastanum",ITIS,0,0,0,0,1,1,15284,13927
Bupleurum longifolium,Bupleurum longifolium,TNRS,1,0,0,0,1,1,3293,2111
Caesalpinia violacea,Caesalpinia violacea,ITIS,1,0,0,0,1,0,146,143
Calceolaria tripartita,"Calceolaria chelidonioides, Calceolaria scabiosifolia, Calceolaria tripartita",ITIS,1,0,0,0,1,1,1086,1062
Calendula stellata,Calendula stellata,TNRS,1,0,0,0,0,0,101,53
Calliandra houstoniana var. calothyrsus,Calliandra houstoniana var. calothyrsus,TNRS,1,0,0,0,1,0,582,148
Callitriche brutia,Callitriche brutia,ITIS,0,0,0,0,1,0,27859,10218
Callitriche terrestris,"Callitriche austinii, Callitriche deflexa, Callitriche deflexa var. austinii, Callitriche deflexa var. subsessilis, Callitriche terrestris",ITIS,0,0,0,0,1,1,453,333
Callitropsis arizonica,"Callitropsis arizonica, Cupressus arizonica, Cupressus arizonica ssp. arizonica, Cupressus arizonica var. bonita",ITIS,1,0,0,0,1,1,2998,980
Calophyllum inophyllum,"Balsamaria inophyllum, Calophyllum bintagor, Calophyllum inophyllum, Calophyllum inophyllum forma oblongatum, Calophyllum inophyllum forma obovatum, Calophyllum inophyllum var. takamaka",Atlas,1,1,0,0,1,1,1108,1125
Calopogonium caeruleum,"Calopogonium caeruleum, Stenolobium caeruleum",ITIS,1,0,0,0,1,1,1227,870
Calopogonium mucunoides,"Calopogonium mucunoides, Calopogonium orthocarpum",ITIS,1,0,0,0,1,1,3018,2895
Calotis lappulacea,Calotis lappulacea,TNRS,0,0,0,0,1,1,6442,6759
Calotropis gigantea,Calotropis gigantea,ITIS,1,0,0,0,1,1,755,814
Caltha leptosepala,"Caltha biflora, Caltha biflora ssp. howellii, Caltha biflora var. rotundifolia, Caltha chelidonii, Caltha howellii, Caltha leptosepala, Caltha leptosepala ssp. biflora, Caltha leptosepala ssp. howellii, Caltha leptosepala ssp. leptosepala, Caltha leptosepala ssp. leptosepala var. leptosepala, Caltha leptosepala ssp. leptosepala var. sulfurea, Caltha leptosepala var. biflora, Caltha leptosepala var. leptosepala, Caltha leptosepala var. rotundifolia, Caltha leptosepala var. sulfurea, Psychrophila leptosepala",ITIS,1,0,0,0,0,0,1518,1999
Caltha natans,"Caltha natans, Thacla natans",ITIS,0,0,0,0,0,0,187,333
Caltha novae-zelandiae var. introloba,"Caltha introloba, Caltha novae-zelandiae var. introloba",TNRS,0,0,0,0,0,0,444,21
Caltha sagittata,Caltha sagittata,TNRS,0,0,0,0,0,0,70,83
Calystegia sepium,Calystegia sepium,ITIS,1,0,0,0,1,1,376620,184116
Calystegia sepium ssp. americana,"Calystegia inflata, Calystegia sepium ssp. americana, Calystegia sepium var. americana, Convolvulus americanus, Convolvulus sepium var. americanus",ITIS,1,0,0,0,1,0,423,963
Calystegia soldanella,"Calystegia soldanella, Convolvulus soldanella",ITIS,0,0,0,0,1,1,11293,9401
Calystegia spectabilis,Calystegia spectabilis,TNRS,1,0,0,0,1,1,0,2
Campylopus pilifer,"Campylopus introflexus, Campylopus pilifer",ITIS,1,0,0,0,0,1,56984,66645
Canavalia cathartica,"Canavalia cathartica, Canavalia virosa",ITIS,1,0,0,0,1,1,344,386
Canna tuerckheimii,Canna tuerckheimii,TNRS,0,0,0,0,0,0,193,192
Canna x generalis,"Canna x generalis, Canna X orchiodes",Atlas,1,1,0,0,0,0,1181,920
Cantinoa americana,"Cantinoa americana, Hyptis americana, Hyptis gonocephala, Hyptis lophantha, Hyptis spicigera, Hyptis subverticillata, Mesosphaerum gonocephalum, Mesosphaerum lophanthum, Mesosphaerum spicigerum, Mesosphaerum subverticillatum, Nepeta americana, Pycnanthemum elongatum",Atlas,1,1,0,0,1,1,2018,1525
Capsicum baccatum,Capsicum baccatum,ITIS,1,0,0,0,1,1,1140,295
Cardamine glacialis,Cardamine glacialis,TNRS,0,0,0,0,0,1,151,33
