acc_name,synonyms,acc_name_source,climate,Atlas,fl_nox,fed_nox,naturalized,weedy,occurrences,occurrences_new
Lolium rigidum,"Lolium multiflorum var. rigidum, Lolium perenne ssp. rigidum, Lolium rigidum, Lolium strictum",ITIS,1,0,0,0,1,1,28232,23273
Lonchocarpus sericeus,Lonchocarpus sericeus,TNRS,1,0,0,0,1,1,3682,2627
Lonicera alpigena,Lonicera alpigena,ITIS,0,0,0,0,1,1,15012,17449
Lonicera confusa,Lonicera confusa,TNRS,1,0,0,0,1,0,99,77
Lonicera maackii,"Lonicera maackii, Lonicera maackii f. erubescens, Lonicera maackii f. podocarpa",ITIS,1,0,0,0,1,1,3344,5188
Lonicera morrowii,"Lonicera insularis, Lonicera morrowii",ITIS,1,0,0,0,0,1,1054,1520
Lonicera standishii,Lonicera standishii,ITIS,1,0,0,0,1,1,33,32
Lopezia racemosa,"Lopezia coronata, Lopezia racemosa",ITIS,0,0,0,0,0,1,1805,1606
Lotus biflorus,Lotus biflorus,TNRS,1,0,0,0,0,0,14,22
Lotus cytisoides,Lotus cytisoides,ITIS,1,0,0,0,0,1,2287,3524
Lotus drepanocarpus,Lotus drepanocarpus,TNRS,1,0,0,0,1,1,11,12
Lotus parviflorus,"Lotus hispidus, Lotus parviflorus",ITIS,0,0,0,0,1,1,6148,4694
Ludwigia alternifolia,"Isnardia alternifolia, Isnardia alternifolia var. salicifolia, Isnardia aurantiaca, Ludwigia alternifolia, Ludwigia alternifolia var. linearifolia, Ludwigia alternifolia var. pubescens, Ludwigia alternifolia var. typica, Ludwigia angustifolia var. ramosissima, Ludwigia aurantiaca, Ludwigia macrocarpa, Ludwigia ramosissima, Ludwigia salicifolia, Rhexia linearifolia",Atlas,0,1,0,0,1,1,1051,1325
Ludwigia arcuata,"Isnardia arcuata, Isnardia pedunculosa, Ludwigia arcuata, Ludwigia pedunculosa, Ludwigiantha arcuata",Atlas,0,1,0,0,0,0,27,85
Ludwigia brevipes,"Ludwigia brevipes, Ludwigiantha brevipes",Atlas,0,1,0,0,1,0,3,5
Ludwigia glandulosa,"Isnardia cylindrica, Jussiaea brachycarpa, Ludwigia cylindrica, Ludwigia glandulosa, Ludwigia glandulosa var. typica, Ludwigia heterophylla",Atlas,0,1,0,0,0,0,110,183
Ludwigia helminthorrhiza,Ludwigia helminthorrhiza,TNRS,0,0,0,0,0,0,500,595
Ludwigia hyssopifolia,Ludwigia hyssopifolia,ITIS,1,0,0,0,1,1,2282,2383
Ludwigia inclinata,Ludwigia inclinata,TNRS,0,0,0,0,0,0,320,268
Ludwigia ovalis,Ludwigia ovalis,TNRS,0,0,0,0,0,1,166,208
Ludwigia perennis,Ludwigia perennis,TNRS,1,0,0,0,1,1,1391,1195
Luffa acutangula,"Luffa acutamgula, Luffa acutangula",ITIS,1,0,0,0,1,1,118,118
Lupinus perennis,"Lupinus gracilis, Lupinus nuttallii, Lupinus perennis, Lupinus perennis forma albiracemus, Lupinus perennis forma bicolor, Lupinus perennis forma leucanthus, Lupinus perennis forma roseus, Lupinus perennis subsp. gracilis, Lupinus perennis var. austrinus, Lupinus perennis var. gracilis, Lupinus perennis var. occidentalis",Atlas,1,1,0,0,1,1,1568,1723
Lupinus plattensis,"Lupinus glabratus, Lupinus ornatus var. glabratus, Lupinus plattensis",ITIS,1,0,0,0,0,1,93,141
Lupinus polyphyllus,Lupinus polyphyllus,ITIS,1,0,0,0,1,1,111039,135373
Luziola peruviana,"Luziola brasiliana, Luziola divergens, Luziola doelliana, Luziola leiocarpa, Luziola mexicana, Luziola peruviana, Luziola peruviania, Luziola pittieri, Milium natans",Atlas,1,1,0,0,1,1,373,249
Luziola subintegra,Luziola subintegra,Atlas,1,1,1,0,1,0,198,205
Luzula campestris,"Juncoides campestre, Luzula campestris, Luzula campestris var. campestris",ITIS,1,0,0,0,1,1,277845,302608
Luzula multiflora,Luzula multiflora,ITIS,0,0,0,0,1,1,147663,171582
Luzula pallescens,"Luzula campestris var. pallescens, Luzula pallescens, Luzula pallidula",ITIS,0,0,0,0,1,1,11502,12567
Lycium ferocissimum,"Lycium ferocissimum, Lycium ferrocissimum",ITIS,1,0,1,1,1,1,108908,217950
Lycopus exaltatus,Lycopus exaltatus,TNRS,0,0,0,0,0,1,336,599
Lysichiton americanus,"Lysichiton americanus, Lysichiton camtschatcensis, Lysichitum americanum",ITIS,1,0,0,0,1,1,5744,7752
Lysichiton camtschatcensis,Lysichiton camtschatcensis,ITIS,0,0,0,0,1,1,250,708
Lysimachia arvensis,"Anagallis arabica, Anagallis arvensis, Anagallis arvensis forma azurea, Anagallis arvensis forma caerulea, Anagallis arvensis forma phoenicea, Anagallis arvensis forma purpurea, Anagallis arvensis subsp. latifolia, Anagallis arvensis subsp. micrantha, Anagallis arvensis subsp. phoenicea, Anagallis arvensis var. caerulea, Anagallis arvensis var. latifolia, Anagallis arvensis var. micrantha, Anagallis arvensis var. parviflora, Anagallis arvensis var. phoenicea, Anagallis arvensis var. purpurea, Anagallis caerulea, Anagallis caerulea var. carnea, Anagallis caerulea var. parviflora, Anagallis hadidii, Anagallis indica, Anagallis jacquemontii, Anagallis latifolia, Anagallis mas, Anagallis orientalis, Anagallis parviflora, Anagallis parviflora var. typica, Anagallis phoenicea, Anagallis platyphylla, Anagallis pulchella, Anagallis punctifolia, Anagallis punctifolia var. caerulea, Anagallis punctifolia var. quadrifolia, Anagallis punctifolia var. rubra, Anagallis punctifolia var. trifolia, Anagallis repens, Anagallis verticillata, Lysimachia arvensis, Lysimachia arvensis var. caerulea",Atlas,1,1,0,0,1,1,284632,161700
Lysimachia atropurpurea,Lysimachia atropurpurea,TNRS,1,0,0,0,0,1,73,184
Lysimachia ciliata,"Lysimachia ciliata, Lysimachia membranacea, Nummularia ciliata, Steironema ciliatum, Steironema ciliatum var. occidentale, Steironema longipedicellatum, Steironema membranaceum, Steironema pumilum, Steironema pumilum var. longipedicellatum",Atlas,0,1,0,0,1,1,3320,4091
Lythrum borysthenicum,Lythrum borysthenicum,TNRS,1,0,0,0,1,0,1512,1048
Lythrum hyssopifolia,"Lythrum adsurgens, Lythrum hyssopifolia, Lythrum hyssopifolium",ITIS,1,0,0,0,1,1,23980,24554
Lythrum junceum,Lythrum junceum,TNRS,1,0,0,0,1,1,4773,3851
Lythrum maritimum,Lythrum maritimum,ITIS,1,0,0,0,1,1,164,84
Lythrum portula,"Lythrum portula, Peplis portula",ITIS,1,0,0,0,1,1,41663,36738
Lythrum virgatum,Lythrum virgatum,ITIS,1,0,0,0,1,1,398,824
Lythrum volgense,Lythrum volgense,TNRS,1,0,0,0,0,0,22,21
Macaranga tanarius,"Croton lacciferus, Macaranga tanarius",ITIS,1,0,0,0,1,1,3177,2801
Machaerina rubiginosa,"Baumea rubiginosa, Machaerina rubiginosa",TNRS,0,0,0,0,0,0,7684,3814
Macrochloa tenacissima,"Lasiagrostis tenacissima, Macrochloa tenacissima, Stipa tenacissima",ITIS,1,0,0,0,1,1,11389,9031
Macrosyringion glutinosum,"Macrosyringion glutinosum, Odontites glutinosus",TNRS,1,0,0,0,1,0,113,150
Maianthemum bifolium,"Maianthemum bifolium, Maianthenum bifolium",ITIS,0,0,0,0,0,1,138670,151968
Maianthemum stellatum,"Convallaria stellata, Maianthemum stellatum, Smilacina liliacea, Smilacina sessilifolia, Smilacina stellata, Smilacina stellata var. crassa, Smilacina stellata var. mollis, Smilacina stellata var. sessilifolia, Smilacina stellata var. sylvatica, Vagnera liliacea, Vagnera sessilifolia, Vagnera stellata",ITIS,1,0,0,0,1,1,6085,8111
Malcolmia chia,Malcolmia chia,TNRS,1,0,0,0,0,1,255,223
Malcolmia orsiniana,Malcolmia orsiniana,TNRS,0,0,0,0,0,0,42,9
Malope malacoides,Malope malacoides,TNRS,1,0,0,0,1,1,257,162
Malva ambigua,Malva ambigua,TNRS,1,0,0,0,0,0,4,4
Malva erecta,Malva erecta,TNRS,1,0,0,0,0,0,5,19
Malva moschata,"Malva moschata, Malva moschata var. rosea",ITIS,1,0,0,0,1,1,81528,81694
Malva pusilla,"Malva pusilla, Malva rotundifolia",ITIS,1,0,0,0,1,1,6214,6542
Malva sinensis,Malva sinensis,CABI,1,0,0,0,1,1,70,74
Malva sylvestris,"Malva mauritiana, Malva sylvestris, Malva sylvestris ssp. mauritiana, Malva sylvestris var. mauritiana",ITIS,1,0,0,0,1,1,100727,156962
Malvella leprosa,"Malvella leprosa, Sida hederacea, Sida leprosa, Sida leprosa var. hederacea",ITIS,1,0,0,0,1,1,1116,1454
Malvella sherardiana,Malvella sherardiana,TNRS,1,0,0,0,1,0,149,37
Mangifera sylvatica,Mangifera sylvatica,TNRS,1,0,0,0,0,0,47,25
Maresia meyeri,"Malcolmia crenulata, Maresia meyeri",TNRS,1,0,0,0,0,1,0,3
Marrubium vulgare,Marrubium vulgare,ITIS,1,0,0,0,1,1,39040,41758
Marsilea hirsuta,"Marsilea hirsuta, Zaluzianskya hirsuta",Atlas,1,1,0,0,1,1,1695,1668
Marsilea minuta,"Marsilea minuta, Zaluzianskia minuta",Atlas,1,1,0,0,1,1,237,196
Martynia annua,Martynia annua,ITIS,1,0,0,0,1,1,1330,1586
Matricaria aurea,Matricaria aurea,TNRS,1,0,0,0,0,1,440,131
Matricaria chamomilla,"Chamomilla chamomilla, Chamomilla recutita, Matricaria chamomilla, Matricaria chamomilla var. coronata, Matricaria courrantiana, Matricaria recutita, Matricaria suaveolens",ITIS,1,0,0,0,1,1,203564,128229
Matricaria discoidea,"Artemisia matricarioides, Chamomilla suaveolens, Lepidanthus suaveolens, Lepidotheca suaveolens, Matricaria discoidea, Matricaria matricarioides, Matricaria suaveolens, Santolina suaveolens, Tanacetum suaveolens",ITIS,1,0,0,0,1,1,226544,239959
Matteuccia struthiopteris,"Matteuccia struthiopteris, Onoclea struthiopteris, Pteretis nodulosa",ITIS,1,0,0,0,1,1,29764,32748
Matthiola longipetala,"Matthiola bicornis, Matthiola longipetala, Matthiola longipetala ssp. bicornis",ITIS,1,0,0,0,1,1,883,563
Matthiola lunata,Matthiola lunata,TNRS,1,0,0,0,0,1,330,250
Mayaca sellowiana,Mayaca sellowiana,TNRS,0,0,0,0,0,0,230,284
Mayaca vandelli,Mayaca vandelli,CABI,0,0,0,0,0,0,0,0
Medicago caerulea,Medicago caerulea,TNRS,0,0,0,0,0,1,10,15
Medicago cancellata,Medicago cancellata,TNRS,1,0,0,0,0,0,36,27
Medicago coronata,Medicago coronata,TNRS,1,0,0,0,0,1,1588,1338
Medicago fischeriana,Medicago fischeriana,TNRS,1,0,0,0,0,0,11,4
Medicago glandulosa,Medicago glandulosa,TNRS,1,0,0,0,1,1,0,0
Medicago italica,"Medicago italica, Medicago obscura, Medicago tornata, Medicago tornata var. rugulosa",ITIS,1,0,0,0,0,1,0,626
Medicago monspeliaca,"Medicago monspeliaca, Trigonella monspeliaca",ITIS,1,0,0,0,1,1,11010,6368
Medicago murex,Medicago murex,ITIS,1,0,0,0,1,1,1156,550
Medicago orthoceras,Medicago orthoceras,TNRS,1,0,0,0,0,0,52,17
Medicago rigidula,Medicago rigidula,ITIS,1,0,0,0,1,1,10498,8945
Melastoma malabathricum,"Malabathris nigra, Melastoma affine, Melastoma anoplanthum, Melastoma articulatum, Melastoma baumianum, Melastoma borneense, Melastoma brachyodon, Melastoma buennemeyeri, Melastoma caesium, Melastoma candidum, Melastoma ceramense, Melastoma clarkeanum, Melastoma congestum, Melastoma decemdentatum, Melastoma denticulatum, Melastoma eberhardtii, Melastoma ellipticum, Melastoma fasciculare, Melastoma francavillanum, Melastoma fuscum, Melastoma heterostegium, Melastoma holmanii, Melastoma hombronianum, Melastoma homostegium, Melastoma houtteanum, Melastoma imbricatum var. longipes, Melastoma intermedium, Melastoma jackianum, Melastoma klossii, Melastoma lanaense, Melastoma longiflorum, Melastoma longifolium, Melastoma malabathricum, Melastoma malabathricum subsp. normale, Melastoma malabathricum var. grandiflorum, Melastoma malabathricum var. javanum, Melastoma malabathricum var. mariannum, Melastoma malabathricum var. normale, Melastoma malabathricum var. obvolutum, Melastoma mariannum, Melastoma membranaceum, Melastoma microphyllum, Melastoma normale, Melastoma normale var. divergens, Melastoma novae-hollandiae, Melastoma obvolutum, Melastoma oliganthum, Melastoma osbeckioides, Melastoma paleaceum, Melastoma parvifolium, Melastoma patulisetum, Melastoma pelagicum, Melastoma pinatubense, Melastoma polyanthum, Melastoma polyanthum var. linearifolium, Melastoma polyanthum var. mollissimum, Melastoma polyanthum var. pulleanum, Melastoma pubescens, Melastoma punctatum, Melastoma pusillum, Melastoma pusillum var. longifolium, Melastoma robustum, Melastoma roemeri, Melastoma royenii, Melastoma scabrum, Melastoma sechellarum, Melastoma stenophyllum, Melastoma suave, Melastoma subgrande, Melastoma sylvaticum, Melastoma sylvaticum var. permultiflorum, Melastoma taitense, Melastoma tidorense, Melastoma tondanense, Melastoma trachycaulon, Melastoma trachyphyllum, Melastoma trachyphyllum var. ochraceum, Melastoma triflorum, Melastoma velutinum, Melastoma vitiense, Melastoma vulcanicum, Melastoma wallichii, Melastoma warrineri",Atlas,1,1,1,0,1,1,5468,6150
Melastoma septemnervium,"Melastoma candidum, Melastoma septemnervium",ITIS,1,0,0,0,1,1,709,2010
Melochia umbellata,"Melochia indica, Melochia umbellata",ITIS,1,0,0,0,1,1,293,328
Mentha aquatica,"Mentha aquatica, Mentha citrata, Mentha piperita ssp. citrata, Mentha X piperi var. citrata, Mentha X piperita var. citrata",ITIS,1,0,0,0,1,1,285990,320488
Mentha cervina,Mentha cervina,TNRS,1,0,0,0,0,0,1222,2349
Mentha micrantha,Mentha micrantha,TNRS,1,0,0,0,1,0,11,0
Mentha pulegium,Mentha pulegium,ITIS,1,0,0,0,1,1,51563,23827
Mentha X gracilis,"Mentha cardiaca, Mentha gentilis, Mentha X gentilis var. cardiaca, Mentha X gracilis, Mentha X muelleriana",ITIS,1,0,0,0,1,1,1902,2007
Mercurialis ovata,Mercurialis ovata,TNRS,1,0,0,0,0,0,345,608
Merremia bracteata,Merremia bracteata,CABI,1,0,0,0,0,1,2,2
Merremia pacifica,Merremia pacifica,CABI,1,0,0,0,0,1,14,14
Merremia peltata,Merremia peltata,ITIS,1,0,0,0,1,1,351,259
Mesembryanthemum crystallinum,"Gasoul crystallinum, Mesembryanthemum crystallinum",ITIS,1,0,0,0,1,1,5893,6771
Mesembryanthemum purpureocroceum,Mesembryanthemum purpureocroceum,CABI,1,0,0,0,1,0,0,0
Meum athamanticum,Meum athamanticum,TNRS,0,0,0,0,1,1,17312,17618
Mibora minima,"Agrostis minima, Chamagrostis littorea, Chamagrostis minima, Chamagrostis verna, Knappia agrostidea, Knappia verna, Knappia vernalis, Mibora minima, Mibora verna, Sturmia minima, Sturmia verna",ITIS,0,0,0,0,1,1,9432,8146
Miconia calvescens,Miconia calvescens,ITIS,1,0,0,0,1,1,94563,94624
Micranthemum micranthemoides,"Hemianthus micranthemoides, Micranthemum micranthemoides",ITIS,0,0,0,0,0,0,4,6
Micranthemum umbros,"Globifera callitrichoides, Globifera umbros, Hemianthus callitrichoides, Micranthemum callitrichoides, Micranthemum emarginatum, Micranthemum orbiculatum, Micranthemum orbiculatum var. emarginatum, Micranthemum umbros",Atlas,0,1,0,0,0,0,19,378
Micropus supinus,Micropus supinus,TNRS,1,0,0,0,0,1,346,205
Microsorum latifolius,Microsorum latifolius,CABI,0,0,0,0,0,0,0,887
Microsorum pteropus,"Colysis pteropus, Microsorum pteropus",TNRS,0,0,0,0,0,0,10,145
Microthlaspi perfoliatum,"Microthlaspi perfoliatum, Thlaspi perfoliatum",ITIS,1,0,0,0,1,1,46805,34317
Mikania cordata,"Eupatorium cordatum, Mikania cordata",ITIS,1,0,1,1,1,1,502,517
Mimosa arenosa,"Acacia arenosa, Mimosa arenosa",ITIS,1,0,0,0,0,1,654,565
Mimosa casta,Mimosa casta,ITIS,1,0,0,0,1,1,45,50
Mimosa ceratonia,Mimosa ceratonia,ITIS,1,0,0,0,0,0,123,67
Mimosa diplotricha,"Mimosa diplotricha, Mimosa invisa",ITIS,1,0,1,1,1,1,1121,572
Mimosa pigra,"Mimosa asperata forma armata, Mimosa asperata forma aspera, Mimosa asperata forma glabrescens, Mimosa asperata forma inermis, Mimosa asperata forma longepedunculata, Mimosa asperata forma mollis, Mimosa asperata forma pubescens, Mimosa asperata var. intermedia, Mimosa asperata var. scandens, Mimosa asperata var. vermoesenii, Mimosa canescens, Mimosa ciliata, Mimosa cinerea var. pubescens, Mimosa habbas, Mimosa pellita, Mimosa pigra, Mimosa pigra var. pigra, Mimosa polyacantha, Mimosa procumbens, Mimosa sicaria, Mimosa vellosiella var. pubescens",Atlas,1,1,1,1,1,1,26820,28631
Mimulus moschatus,Mimulus moschatus,ITIS,1,0,0,0,1,1,1413,1928
Minuartia glomerata,Minuartia glomerata,TNRS,1,0,0,0,0,0,412,197
Minuartia hamata,Minuartia hamata,TNRS,1,0,0,0,0,0,669,388
Minuartia viscosa,Minuartia viscosa,TNRS,0,0,0,0,1,1,816,683
Misopates orontium,"Agrorrhinum orontium, Antirrhinum arvense, Antirrhinum calycinum var. rubrum, Antirrhinum craniolare, Antirrhinum humile, Antirrhinum jamaicense, Antirrhinum orontium, Antirrhinum orontium var. foliosum, Antirrhinum orontium var. genuinum, Antirrhinum orontium var. grandiflorum, Antirrhinum orontium var. typicum, Misopates orontium, Orontium arvense",Atlas,1,1,0,0,1,1,26476,25562
Moenchia mantica,Moenchia mantica,TNRS,1,0,0,0,0,1,185,333
Moluccella spinosa,Moluccella spinosa,TNRS,1,0,0,0,1,0,261,204
Montanoa hibiscifolia,"Montagnaea hibiscifolia, Montanoa hibiscifolia",ITIS,1,0,0,0,1,1,186,51
Montia fontana,"Claytonia fontana, Montia dipetala, Montia fontana, Montia fontana ssp. amporitana, Montia fontana ssp. chondrosperma, Montia fontana ssp. fontana, Montia fontana ssp. variabilis, Montia fontana var. lamprosperma, Montia fontana var. tenerrima, Montia fontana var. variabilis, Montia funstonii, Montia hallii, Montia lamprosperma, Montia minor, Montia rivularis, Montia verna",ITIS,1,0,0,0,1,1,45417,54544
Montia parvifolia,"Claytonia flagellaris, Claytonia parvifolia, Claytonia parvifolia ssp. flagellaris, Claytonia parvifolia var. flagellaris, Montia flagellaris, Montia parvifolia, Montia parvifolia ssp. flagellaris, Montia parvifolia ssp. parvifolia, Montia parvifolia var. flagellaris",ITIS,0,0,0,0,1,1,836,1085
Moorochloa eruciformis,"Brachiaria erucaeformis, Brachiaria eruciformis, Brachiaria isachne, Echinochloa eruciformis, Moorochloa eruciformis, Panicum caucasicum, Panicum eruciforme, Panicum isachne, Panicum isachne var. mexicanum",ITIS,1,0,0,0,1,1,157,479
Moraea,Moraea,ITIS,1,0,0,0,0,0,21554,648
Moraea collina,"Homeria collina, Moraea collina",ITIS,1,0,0,1,1,1,140,150
Moraea flaccida,Moraea flaccida,TNRS,1,0,0,1,1,1,2120,2180
Moraea miniata,Moraea miniata,TNRS,1,0,0,1,1,1,536,580
Morus nigra,Morus nigra,ITIS,1,0,0,0,1,1,1311,1483
Mosla dianthera,"Lycopus diantherus, Mosla dianthera, Orthodon dianthera",ITIS,1,0,0,0,1,1,1891,2480
Muehlenbeckia complexa,"Muehlenbeckia axillaris, Muehlenbeckia complexa",ITIS,1,0,0,0,1,1,2361,4044
Muhlenbergia frondosa,"Agrostis frondosa, Agrostis lateriflora, Calamagrostis compressa, Cinna lateriflora, Muhlenbergia brachyphylla f. aristata, Muhlenbergia frondosa, Muhlenbergia lateriflora, Vilfa lateriflora",ITIS,1,0,0,0,1,1,509,851
murorum subsp. subsp. oblongum,"Hieracium oblongum, murorum subsp. subsp. oblongum",TNRS,0,0,0,0,0,1,79,72
murorum subsp. subsp. subcrispatum,"Hieracium pachyodon, murorum subsp. subsp. subcrispatum",TNRS,0,0,0,0,0,0,121,125
Muscari neglectum,"Botryanthus amoenus, Botryanthus atlanticus, Botryanthus mordoanus, Botryanthus neglectus, Botryanthus odorus, Botryanthus pulchellus, Botryanthus racemosus, Botryanthus sartorii, Botryanthus strangwaysii, Botryanthus vulgaris var. strangwaysii, Hyacinthus racemosus, Muscari atlanticum, Muscari bootanensis, Muscari flaccidum, Muscari grandifolium, Muscari letourneuxii, Muscari leucostomum, Muscari macranthum, Muscari mordoanum, Muscari neglectum, Muscari nivale, Muscari pulchellum, Muscari racemosum, Muscari strangwaysii, Muscari vandasii",Atlas,1,1,0,0,1,1,28559,39150
Myagrum perfoliatum,Myagrum perfoliatum,ITIS,1,0,0,0,1,1,3337,2264
Mycelis muralis,"Lactuca muralis, Mycelis muralis",ITIS,1,0,0,0,1,1,211623,145123
Myoporum tetrandrum,Myoporum tetrandrum,TNRS,1,0,0,0,0,1,158,133
Myosotis arvensis,"Myosotis arvensis, Myosotis scorpioides var. arvensis",ITIS,1,0,0,0,1,1,204864,222408
Myosotis latifolia,Myosotis latifolia,ITIS,1,0,0,0,1,1,1387,1160
Myosotis ramosissima,Myosotis ramosissima,TNRS,1,0,0,0,1,1,59385,53462
Myosotis scorpioides,"Myosotis palustris, Myosotis scorpioides",ITIS,1,0,0,0,1,1,242634,242531
Myosotis secunda,Myosotis secunda,TNRS,0,0,0,0,1,1,14220,17879
Myosoton aquaticum,"Alsine aquatica, Cerastium aquaticum, Malachium aquaticum, Myosoton aquaticum, Stellaria aquatica",ITIS,1,0,0,0,1,1,72493,64947
Myrica aethiopica,Myrica aethiopica,CABI,0,0,0,0,1,0,10,1
Myroxylon balsamum,Myroxylon balsamum,ITIS,1,0,0,0,1,1,494,458
Najas gracillima,"Najas gracillima, Najas indica var. gracillima",ITIS,1,0,0,0,1,1,266,241
Narcissus asturiensis,Narcissus asturiensis,TNRS,0,0,0,0,1,0,461,313
Narcissus calcicola,Narcissus calcicola,TNRS,1,0,0,0,0,0,129,201
Narcissus cyclamineus,Narcissus cyclamineus,TNRS,1,0,0,0,1,1,242,233
Narcissus pseudonarcissus subsp. minor,"Narcissus minor, Narcissus pseudonarcissus subsp. minor",TNRS,1,0,0,0,1,1,1465,265
Nassella filiculmis,"Nassella filiculmis, Stipa ceresiensis, Stipa filiculmis, Stipa filiculmis var. major, Stipa filiculmis var. minor, Stipa leucogluma, Stipa trichocaulos",ITIS,0,0,0,0,0,1,113,81
Nassella formicarum,"Nassella formicarum, Stipa formicarum",ITIS,0,0,0,0,0,1,27,5
Nassella neesiana,"Nassella neesiana, Stipa contracta, Stipa eminens, Stipa fernandeziana, Stipa hispida, Stipa longiflora, Stipa neesiana, Stipa neesiana f. contorta, Stipa neesiana f. depauperata, Stipa neesiana var. chilensis, Stipa neesiana var. fernandeziana, Stipa neesiana var. glabrata, Stipa neesiana var. hirsuta, Stipa neesiana var. hispidula, Stipa neesiana var. longiaristata, Stipa neesiana var. neesiana, Stipa neesiana var. sublaevis, Stipa setigera var. glabrata, Stipa setigera var. hispidula, Stipa skottsbergii, Stipa sublaevis, Stipa trachysperma, Urachne longiflora",ITIS,1,0,0,0,1,1,7101,6268
Nassella poeppigiana,"Nassella amethystina, Nassella poeppigiana, Stipa amethystina, Stipa araucana, Stipa curicoana, Stipa julietii, Stipa latifolia var. grandiflora, Stipa megapotamia var. latiflora, Stipa montana, Stipa poeppigiana, Stipa poeppigiana var. poeppigiana, Stipa pratensis",ITIS,1,0,0,0,1,1,115,37
Nasturtium microphyllum,"Nasturtium microphyllum, Nasturtium officinale var. microphyllum, Rorippa microphylla, Rorippa nasturtium-aquaticum var. longisiliqua",ITIS,1,0,0,0,1,1,26577,26995
Neomarica caerulea,Neomarica caerulea,ITIS,1,0,0,0,1,1,48,53
Neonotonia wightii,"Glycine javanica, Glycine wightii, Glycine wightii var. mearnsii, Glycine wrightii, Neonotonia wightii, Neonotonia wightii var. longicauda, Neonotonia wightii var. mearnsii, Neonotonia wightii var. wightii, Neonotonia wrightii var. longicauda, Neonotonia wrightii var. mearnsii, Neonotonia wrightii var. wrightii",ITIS,1,0,0,0,1,1,1311,1382
Neosiphonia paniculata,Neosiphonia paniculata,CABI,1,0,0,0,0,0,48,38
Neosiphonia tongatensis,Neosiphonia tongatensis,CABI,1,0,0,0,0,0,136,51
Neotorularia torulosa,Neotorularia torulosa,TNRS,1,0,0,0,1,0,399,109
Nepeta amoena,Nepeta amoena,TNRS,0,0,0,0,0,1,3,4
Nepeta faassenii,Nepeta faassenii,CABI,0,0,0,0,0,1,834,809
Nepeta racemosa,"Nepeta mussinii, Nepeta racemosa",ITIS,0,0,0,0,1,1,1405,1760
Nepeta sibirica,Nepeta sibirica,TNRS,0,0,0,0,1,0,231,334
Nephrolepis hirsutula,"Aspidium hirsutulum, Lepidonevron hirsutulum, Nephrodium hirsutulum, Nephrolepis exaltata var. hirsutula, Nephrolepis hirsutula, Polypodium hirsutulum, Polystichum hirsutulum",Atlas,1,1,0,0,1,1,1248,922
Nesaea crassicaulis,Nesaea crassicaulis,TNRS,0,0,0,0,0,0,56,56
Nesaea myrtifolia,Nesaea myrtifolia,CABI,0,0,0,0,1,0,16,16
Neslia paniculata,"Myagrum paniculatum, Neslia paniculata",ITIS,1,0,0,0,1,1,14818,5521
Neslia paniculata subsp. thracica,Neslia paniculata subsp. thracica,TNRS,0,0,0,0,0,0,4199,1535
Nicandra physalodes,"Atropa physalodes, Boberella nicandra, Calydermos erosus, Nicandra physalodes, Pentagonia physalodes, Physalis peruviana, Physalis spectabilis, Physalodes peruviana, Physalodes physalodes",Atlas,1,1,0,0,1,1,18467,23411
Nicotiana wigandioides,Nicotiana wigandioides,TNRS,0,0,0,0,1,0,66,48
Nigella hispanica,Nigella hispanica,ITIS,1,0,0,0,0,1,1150,42
Nigella segetalis,Nigella segetalis,TNRS,1,0,0,0,1,1,14,14
Nipponocalamus argenteostriatus,"Nipponocalamus argenteostriatus, Pleioblastus argenteo-striatus",TNRS,1,0,0,0,0,0,0,24
Noaea mucronata,Noaea mucronata,TNRS,1,0,0,0,0,1,1033,328
Nonea echioides,Nonea echioides,TNRS,1,0,0,0,1,0,784,288
Nonea erecta,Nonea erecta,CABI,0,0,0,0,1,1,586,316
Nonea pulla,Nonea pulla,TNRS,1,0,0,0,1,1,1344,1354
Nopalea dejecta,"Nopalea dejecta, Opuntia dejecta",ITIS,1,0,0,0,1,1,247,243
Nothoscordum bivalve,"Allium bivalve, Allium ornithogaloides, Allium striatum, Geboscon bivalve, Nothoscordum bivalve, Nothoscordum striatum, Nothoscordum texanum, Ornithogalum bivalve",Atlas,0,1,0,0,1,1,3501,4031
Nothoscordum x borbonicum,Nothoscordum x borbonicum,TNRS,1,0,0,0,0,0,758,1007
Nuphar japonica,Nuphar japonica,CABI,1,0,0,0,1,0,0,150
Nuphar microphylla,"Nuphar lutea ssp. pumila, Nuphar luteum var. pumilum, Nuphar microphylla, Nuphar pumila",ITIS,0,0,0,0,1,1,4873,5002
Nymphaea pubescens,Nymphaea pubescens,TNRS,0,0,0,0,0,1,172,168
Nymphaea rubra,Nymphaea rubra,TNRS,0,0,0,0,1,1,46,61
Nymphaea tetragona,"Castalia tetragona, Nymphaea tetragona",ITIS,1,0,0,0,0,1,2192,2244
Nypa fruticans,Nypa fruticans,ITIS,1,0,0,0,1,1,259,276
Ochna atropurpurea,"Diporidium purpureocostatum, Discladium mossambicensis, Ochna atropurpurea, Ochna fischeri, Ochna mossambicensis, Ochna purpureocostata, Polythecium fischeri",Atlas,0,1,0,0,1,1,293,141
Ocimum tenuiflorum,"Ocimum sanctum, Ocimum tenuiflorum",ITIS,1,0,0,0,1,1,734,439
Odontites verna,Odontites verna,TNRS,1,0,0,0,0,1,54,62214
