usagekey,scientificname,rank,status,matchtype,acceptedusagekey,canonicalname,confidence,kingdom,phylum,order,family,genus,species,kingdomkey,phylumkey,classkey,orderkey,familykey,genuskey,specieskey,synonym,class,note,original_sciname,original_accepted,acc_matches,ext_matches,ae_matches,n
2855626,Allium striatum Jacq.,species,SYNONYM,EXACT,7227593,Allium striatum,98,Plantae,Tracheophyta,Asparagales,Amaryllidaceae,Nothoscordum,Nothoscordum bivalve,6,7707728,196,1169,7682,2771093,2855600,TRUE,Liliopsida,NA,Allium striatum,Nothoscordum bivalve,2,1,0,1
5329890,Alocasia commutata Schott,species,SYNONYM,EXACT,9506227,Alocasia commutata,98,Plantae,Tracheophyta,Alismatales,Araceae,Alocasia,Alocasia odora,6,7707728,196,551,6979,5329822,9506227,TRUE,Liliopsida,NA,Alocasia commutata,Alocasia odora,0,1,0,1
5823121,Alocasia subodora Engl. & K.Krause,species,SYNONYM,EXACT,5532265,Alocasia subodora,98,Plantae,Tracheophyta,Alismatales,Araceae,Alocasia,Alocasia conspicua,6,7707728,196,551,6979,5329822,5532265,TRUE,Liliopsida,NA,Alocasia subodora,Alocasia odora,0,1,0,1
5329892,Alocasia tonkinensis Engl.,species,SYNONYM,EXACT,9506227,Alocasia tonkinensis,98,Plantae,Tracheophyta,Alismatales,Araceae,Alocasia,Alocasia odora,6,7707728,196,551,6979,5329822,9506227,TRUE,Liliopsida,NA,Alocasia tonkinensis,Alocasia odora,0,1,0,1
5672147,Alopecurus maritimus (Willd.) Poir.,species,SYNONYM,EXACT,5289913,Alopecurus maritimus,98,Plantae,Tracheophyta,Poales,Poaceae,Polypogon,Polypogon maritimus,6,7707728,196,1369,3073,2704396,5289913,TRUE,Liliopsida,NA,Alopecurus maritimus,Polypogon maritimus,0,1,0,1
3808841,Alsine heterosperma Guss.,species,ACCEPTED,EXACT,NA,Alsine heterosperma,98,Plantae,Tracheophyta,Caryophyllales,Caryophyllaceae,Stellaria,Alsine heterosperma,6,7707728,220,422,2518,3085667,3808841,FALSE,Magnoliopsida,NA,Alsine heterosperma,Spergularia marina,1,1,1,1
3808233,Alsine marina Mert. & Koch,species,SYNONYM,EXACT,7259709,Alsine marina,113,Plantae,Tracheophyta,Caryophyllales,Caryophyllaceae,Spergularia,Spergularia media,6,7707728,220,422,2518,8832859,10790895,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=5; status=0,Alsine marina,Spergularia marina,1,2,0,2
7369702,Alsine marina Webb & Berthel.,species,SYNONYM,EXACT,10868567,Alsine marina,113,Plantae,Tracheophyta,Caryophyllales,Caryophyllaceae,Spergularia,Spergularia bourgaei,6,7707728,220,422,2518,8832859,10868567,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=5; status=0,Alsine marina,Spergularia marina,1,2,0,2
8267541,"Alsine Scop., 1772",genus,ACCEPTED,HIGHERRANK,NA,Alsine,92,Plantae,Tracheophyta,Caryophyllales,Caryophyllaceae,Alsine,NA,6,7707728,220,422,2518,8267541,NA,FALSE,Magnoliopsida,NA,Alsine marina var. minor,Spergularia marina,1,0,0,1
7611236,Alsine maritima (G.Don) Jess.,species,SYNONYM,EXACT,3085407,Alsine maritima,113,Plantae,Tracheophyta,Caryophyllales,Caryophyllaceae,Sagina,Sagina maritima,6,7707728,220,422,2518,3085387,3085407,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=5; status=0,Alsine maritima,Spergularia marina,1,2,0,2
3808220,Alsine maritima (Hill) Samp.,species,SYNONYM,EXACT,7259709,Alsine maritima,113,Plantae,Tracheophyta,Caryophyllales,Caryophyllaceae,Spergularia,Spergularia media,6,7707728,220,422,2518,8832859,10790895,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=5; status=0,Alsine maritima,Spergularia marina,1,2,0,2
3807071,Alsine sparsiflora (Greene) House,species,SYNONYM,EXACT,7736551,Alsine sparsiflora,98,Plantae,Tracheophyta,Caryophyllales,Caryophyllaceae,Spergularia,Spergularia marina,6,7707728,220,422,2518,8832859,7736551,TRUE,Magnoliopsida,NA,Alsine sparsiflora,Spergularia marina,0,1,0,1
5588355,Alsinella media (L.) Hornem.,species,SYNONYM,EXACT,7259709,Alsinella media,98,Plantae,Tracheophyta,Caryophyllales,Caryophyllaceae,Spergularia,Spergularia media,6,7707728,220,422,2518,8832859,10790895,TRUE,Magnoliopsida,NA,Alsinella media,Spergularia marina,0,1,0,1
7539755,Amaranthus chlorostachys Moq.,species,SYNONYM,EXACT,6109611,Amaranthus chlorostachys,113,Plantae,Tracheophyta,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus caudatus,6,7707728,220,422,3064,3085074,6109611,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=5; status=0,Amaranthus chlorostachys,Amaranthus hybridus,1,2,0,2
5384367,Amaranthus chlorostachys Willd.,species,SYNONYM,EXACT,5384390,Amaranthus chlorostachys,113,Plantae,Tracheophyta,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus cruentus,6,7707728,220,422,3064,3085074,5384390,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=5; status=0,Amaranthus chlorostachys,Amaranthus hybridus,1,2,0,2
7852319,"Amaranthus chlorostachys var. erythrostachys (Moq.) Aellen, 1972",variety,SYNONYM,EXACT,5547885,Amaranthus chlorostachys erythrostachys,98,Plantae,Tracheophyta,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus hybridus,6,7707728,220,422,3064,3085074,5384364,TRUE,Magnoliopsida,NA,Amaranthus chlorostachys var. erythrostachys,Amaranthus hybridus,0,1,0,1
5384390,Amaranthus cruentus L.,species,ACCEPTED,EXACT,NA,Amaranthus cruentus,97,Plantae,Tracheophyta,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus cruentus,6,7707728,220,422,3064,3085074,5384390,FALSE,Magnoliopsida,NA,Amaranthus cruentus,Amaranthus hybridus,1,3,1,1
5547945,Amaranthus flavus L.,species,SYNONYM,EXACT,5384390,Amaranthus flavus,98,Plantae,Tracheophyta,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus cruentus,6,7707728,220,422,3064,3085074,5384390,TRUE,Magnoliopsida,NA,Amaranthus flavus,Amaranthus hybridus,0,1,0,1
5547942,Amaranthus frumentaceus Buch.-Ham.,species,SYNONYM,EXACT,5384390,Amaranthus frumentaceus,113,Plantae,Tracheophyta,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus cruentus,6,7707728,220,422,3064,3085074,5384390,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=5; status=0,Amaranthus frumentaceus,Amaranthus hybridus,1,2,0,2
7561220,Amaranthus frumentaceus Buch.-Ham. ex Roxb.,species,SYNONYM,EXACT,9080185,Amaranthus frumentaceus,113,Plantae,Tracheophyta,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus hypochondriacus,6,7707728,220,422,3064,3085074,9080185,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=5; status=0,Amaranthus frumentaceus,Amaranthus hybridus,1,2,0,2
5547900,Amaranthus hecticus Willd.,species,SYNONYM,EXACT,5384364,Amaranthus hecticus,98,Plantae,Tracheophyta,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus hybridus,6,7707728,220,422,3064,3085074,5384364,TRUE,Magnoliopsida,NA,Amaranthus hecticus,Amaranthus hybridus,0,1,0,1
7695818,Amaranthus hybridus subsp. cruentus (L.) Thell.,subspecies,SYNONYM,EXACT,5384390,Amaranthus hybridus cruentus,97,Plantae,Tracheophyta,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus cruentus,6,7707728,220,422,3064,3085074,5384390,TRUE,Magnoliopsida,NA,Amaranthus hybridus subsp. cruentus,Amaranthus hybridus,0,3,0,3
11070190,Amaranthus hybridus subsp. cruentus (L.) Moq.,subspecies,SYNONYM,EXACT,5384390,Amaranthus hybridus cruentus,97,Plantae,Tracheophyta,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus cruentus,6,7707728,220,422,3064,3085074,5384390,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=5; status=0,Amaranthus hybridus subsp. cruentus,Amaranthus hybridus,0,3,0,3
5384392,Amaranthus hybridus var. cruentus (Linnaeus) Moquin-Tandon,variety,SYNONYM,EXACT,5384390,Amaranthus hybridus cruentus,92,Plantae,Tracheophyta,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus cruentus,6,7707728,220,422,3064,3085074,5384390,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=-9; status=0,Amaranthus hybridus subsp. cruentus,Amaranthus hybridus,0,3,0,3
7947045,"Amaranthus hybridus var. hypochondriacus Thell., 1912",variety,ACCEPTED,FUZZY,NA,Amaranthus hybridus hypochondriacus,86,Plantae,Tracheophyta,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus hybridus,6,7707728,220,422,3064,3085074,5384364,FALSE,Magnoliopsida,Similarity: name=96; authorship=0; classification=-2; rank=-9; status=1,Amaranthus hybridus subsp. hypocondriacus,Amaranthus hybridus,1,0,0,1
5547878,Amaranthus hybridus subsp. incurvatus (Timeroy ex Gren. & Godr.) Brenan,subspecies,SYNONYM,EXACT,5384390,Amaranthus hybridus incurvatus,98,Plantae,Tracheophyta,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus cruentus,6,7707728,220,422,3064,3085074,5384390,TRUE,Magnoliopsida,NA,Amaranthus hybridus subsp. incurvatus,Amaranthus hybridus,0,2,0,2
7951772,Amaranthus hybridus var. incurvatus (Grenier & Godron) Brenan,variety,SYNONYM,EXACT,7323185,Amaranthus hybridus incurvatus,92,Plantae,Tracheophyta,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus hybridus,6,7707728,220,422,3064,3085074,5384364,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=-9; status=0,Amaranthus hybridus subsp. incurvatus,Amaranthus hybridus,0,2,0,2
9305123,Amaranthus hybridus subsp. paniculatus (L.) Hejný,subspecies,SYNONYM,EXACT,5384390,Amaranthus hybridus paniculatus,98,Plantae,Tracheophyta,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus cruentus,6,7707728,220,422,3064,3085074,5384390,TRUE,Magnoliopsida,NA,Amaranthus hybridus subsp. paniculatus,Amaranthus hybridus,0,4,0,4
9622640,"Amaranthus hybridus var. paniculatus (L.) P.Fourn., 1936",variety,SYNONYM,EXACT,5384390,Amaranthus hybridus paniculatus,92,Plantae,Tracheophyta,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus cruentus,6,7707728,220,422,3064,3085074,5384390,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=-9; status=0,Amaranthus hybridus subsp. paniculatus,Amaranthus hybridus,0,4,0,4
7426609,"Amaranthus hybridus var. paniculatus (L.) Thell., 1912",variety,SYNONYM,EXACT,5384390,Amaranthus hybridus paniculatus,92,Plantae,Tracheophyta,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus cruentus,6,7707728,220,422,3064,3085074,5384390,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=-9; status=0,Amaranthus hybridus subsp. paniculatus,Amaranthus hybridus,0,4,0,4
5547872,Amaranthus hybridus var. paniculatus (L.) Uline & W.L.Bray,variety,SYNONYM,EXACT,5384390,Amaranthus hybridus paniculatus,92,Plantae,Tracheophyta,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus cruentus,6,7707728,220,422,3064,3085074,5384390,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=-9; status=0,Amaranthus hybridus subsp. paniculatus,Amaranthus hybridus,0,4,0,4
5547868,Amaranthus hybridus subsp. patulus (Bertol.) Carretero,subspecies,SYNONYM,EXACT,5384390,Amaranthus hybridus patulus,97,Plantae,Tracheophyta,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus cruentus,6,7707728,220,422,3064,3085074,5384390,TRUE,Magnoliopsida,NA,Amaranthus hybridus subsp. patulus,Amaranthus hybridus,0,4,0,4
11040414,Amaranthus hybridus subsp. patulus (Bertol.) Thell.,subspecies,SYNONYM,EXACT,5384390,Amaranthus hybridus patulus,97,Plantae,Tracheophyta,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus cruentus,6,7707728,220,422,3064,3085074,5384390,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=5; status=0,Amaranthus hybridus subsp. patulus,Amaranthus hybridus,0,4,0,4
7646835,"Amaranthus hybridus var. patulus (Bertol.) Fiori, 1898",variety,SYNONYM,EXACT,5384390,Amaranthus hybridus patulus,92,Plantae,Tracheophyta,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus cruentus,6,7707728,220,422,3064,3085074,5384390,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=-9; status=0,Amaranthus hybridus subsp. patulus,Amaranthus hybridus,0,4,0,4
7998212,Amaranthus hybridus var. patulus (Bertol.) Thell.,variety,SYNONYM,EXACT,5384390,Amaranthus hybridus patulus,92,Plantae,Tracheophyta,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus cruentus,6,7707728,220,422,3064,3085074,5384390,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=-9; status=0,Amaranthus hybridus subsp. patulus,Amaranthus hybridus,0,4,0,4
8382765,Amaranthus hybridus var. chlorostachys (Willd.) Beck,variety,SYNONYM,EXACT,7323185,Amaranthus hybridus chlorostachys,113,Plantae,Tracheophyta,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus hybridus,6,7707728,220,422,3064,3085074,5384364,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=5; status=0,Amaranthus hybridus var. chlorostachys,Amaranthus hybridus,1,3,0,3
5547889,Amaranthus hybridus var. chlorostachys (Willd.) Thell.,variety,SYNONYM,EXACT,5384390,Amaranthus hybridus chlorostachys,113,Plantae,Tracheophyta,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus cruentus,6,7707728,220,422,3064,3085074,5384390,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=5; status=0,Amaranthus hybridus var. chlorostachys,Amaranthus hybridus,1,3,0,3
10285244,Amaranthus hybridus var. chlorostachys Willd.,variety,SYNONYM,EXACT,5384364,Amaranthus hybridus chlorostachys,113,Plantae,Tracheophyta,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus hybridus,6,7707728,220,422,3064,3085074,5384364,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=5; status=0,Amaranthus hybridus var. chlorostachys,Amaranthus hybridus,1,3,0,3
5547885,Amaranthus hybridus var. erythrostachys Moq.,variety,ACCEPTED,EXACT,NA,Amaranthus hybridus erythrostachys,98,Plantae,Tracheophyta,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus hybridus,6,7707728,220,422,3064,3085074,5384364,FALSE,Magnoliopsida,NA,Amaranthus hybridus var. erythrostachys,Amaranthus hybridus,1,1,1,1
7947045,"Amaranthus hybridus var. hypochondriacus Thell., 1912",variety,ACCEPTED,FUZZY,NA,Amaranthus hybridus hypochondriacus,93,Plantae,Tracheophyta,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus hybridus,6,7707728,220,422,3064,3085074,5384364,FALSE,Magnoliopsida,NA,Amaranthus hybridus var. hypocondriacus,Amaranthus hybridus,1,0,0,1
5547875,Amaranthus hybridus var. leucocarpus (S.Watson) Hunz.,variety,SYNONYM,EXACT,6109611,Amaranthus hybridus leucocarpus,98,Plantae,Tracheophyta,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus caudatus,6,7707728,220,422,3064,3085074,6109611,TRUE,Magnoliopsida,NA,Amaranthus hybridus var. leucocarpus,Amaranthus hybridus,0,1,0,1
5547872,Amaranthus hybridus var. paniculatus (L.) Uline & W.L.Bray,variety,SYNONYM,EXACT,5384390,Amaranthus hybridus paniculatus,97,Plantae,Tracheophyta,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus cruentus,6,7707728,220,422,3064,3085074,5384390,TRUE,Magnoliopsida,NA,Amaranthus hybridus var. paniculatus,Amaranthus hybridus,0,4,0,4
9622640,"Amaranthus hybridus var. paniculatus (L.) P.Fourn., 1936",variety,SYNONYM,EXACT,5384390,Amaranthus hybridus paniculatus,97,Plantae,Tracheophyta,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus cruentus,6,7707728,220,422,3064,3085074,5384390,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=5; status=0,Amaranthus hybridus var. paniculatus,Amaranthus hybridus,0,4,0,4
7426609,"Amaranthus hybridus var. paniculatus (L.) Thell., 1912",variety,SYNONYM,EXACT,5384390,Amaranthus hybridus paniculatus,97,Plantae,Tracheophyta,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus cruentus,6,7707728,220,422,3064,3085074,5384390,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=5; status=0,Amaranthus hybridus var. paniculatus,Amaranthus hybridus,0,4,0,4
9305123,Amaranthus hybridus subsp. paniculatus (L.) Hejný,subspecies,SYNONYM,EXACT,5384390,Amaranthus hybridus paniculatus,92,Plantae,Tracheophyta,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus cruentus,6,7707728,220,422,3064,3085074,5384390,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=-9; status=0,Amaranthus hybridus var. paniculatus,Amaranthus hybridus,0,4,0,4
7646835,"Amaranthus hybridus var. patulus (Bertol.) Fiori, 1898",variety,SYNONYM,EXACT,5384390,Amaranthus hybridus patulus,97,Plantae,Tracheophyta,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus cruentus,6,7707728,220,422,3064,3085074,5384390,TRUE,Magnoliopsida,NA,Amaranthus hybridus var. patulus,Amaranthus hybridus,0,4,0,4
7998212,Amaranthus hybridus var. patulus (Bertol.) Thell.,variety,SYNONYM,EXACT,5384390,Amaranthus hybridus patulus,97,Plantae,Tracheophyta,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus cruentus,6,7707728,220,422,3064,3085074,5384390,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=5; status=0,Amaranthus hybridus var. patulus,Amaranthus hybridus,0,4,0,4
5547868,Amaranthus hybridus subsp. patulus (Bertol.) Carretero,subspecies,SYNONYM,EXACT,5384390,Amaranthus hybridus patulus,92,Plantae,Tracheophyta,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus cruentus,6,7707728,220,422,3064,3085074,5384390,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=-9; status=0,Amaranthus hybridus var. patulus,Amaranthus hybridus,0,4,0,4
11040414,Amaranthus hybridus subsp. patulus (Bertol.) Thell.,subspecies,SYNONYM,EXACT,5384390,Amaranthus hybridus patulus,92,Plantae,Tracheophyta,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus cruentus,6,7707728,220,422,3064,3085074,5384390,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=-9; status=0,Amaranthus hybridus var. patulus,Amaranthus hybridus,0,4,0,4
5384364,Amaranthus hybridus L.,species,ACCEPTED,HIGHERRANK,NA,Amaranthus hybridus,97,Plantae,Tracheophyta,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus hybridus,6,7707728,220,422,3064,3085074,5384364,FALSE,Magnoliopsida,NA,Amaranthus hybridus var. typicus,Amaranthus hybridus,1,0,0,1
9080185,Amaranthus hypochondriacus L.,species,ACCEPTED,FUZZY,NA,Amaranthus hypochondriacus,94,Plantae,Tracheophyta,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus hypochondriacus,6,7707728,220,422,3064,3085074,9080185,FALSE,Magnoliopsida,NA,Amaranthus hypocondriacus,Amaranthus hybridus,1,0,0,1
9080185,Amaranthus hypochondriacus L.,species,ACCEPTED,HIGHERRANK,NA,Amaranthus hypochondriacus,94,Plantae,Tracheophyta,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus hypochondriacus,6,7707728,220,422,3064,3085074,9080185,FALSE,Magnoliopsida,NA,Amaranthus hypocondriacus var. amentaceus,Amaranthus hybridus,1,0,0,1
5384365,Amaranthus incurvatus Timb.-Lagr. ex Gren. & Godr.,species,SYNONYM,EXACT,5384364,Amaranthus incurvatus,97,Plantae,Tracheophyta,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus hybridus,6,7707728,220,422,3064,3085074,5384364,TRUE,Magnoliopsida,NA,Amaranthus incurvatus,Amaranthus hybridus,1,2,0,2
10988069,Amaranthus incurvatus Timb.-Lagr.,species,SYNONYM,EXACT,5384364,Amaranthus incurvatus,97,Plantae,Tracheophyta,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus hybridus,6,7707728,220,422,3064,3085074,5384364,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=5; status=0,Amaranthus incurvatus,Amaranthus hybridus,1,2,0,2
5547825,Amaranthus laetus Willd.,species,SYNONYM,EXACT,5384364,Amaranthus laetus,98,Plantae,Tracheophyta,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus hybridus,6,7707728,220,422,3064,3085074,5384364,TRUE,Magnoliopsida,NA,Amaranthus laetus,Amaranthus hybridus,0,1,0,1
5384379,Amaranthus leucocarpus S.Watson,species,SYNONYM,EXACT,6109611,Amaranthus leucocarpus,98,Plantae,Tracheophyta,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus caudatus,6,7707728,220,422,3064,3085074,6109611,TRUE,Magnoliopsida,NA,Amaranthus leucocarpus,Amaranthus hybridus,0,1,0,1
5548754,Amaranthus leucospermus S.Watson,species,SYNONYM,EXACT,6109611,Amaranthus leucospermus,98,Plantae,Tracheophyta,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus caudatus,6,7707728,220,422,3064,3085074,6109611,TRUE,Magnoliopsida,NA,Amaranthus leucospermus,Amaranthus hybridus,0,1,0,1
5384391,Amaranthus paniculatus L.,species,SYNONYM,EXACT,5384390,Amaranthus paniculatus,113,Plantae,Tracheophyta,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus cruentus,6,7707728,220,422,3064,3085074,5384390,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=5; status=0,Amaranthus paniculatus,Amaranthus hybridus,1,2,0,2
7865712,Amaranthus paniculatus Wall.,species,SYNONYM,EXACT,6109611,Amaranthus paniculatus,113,Plantae,Tracheophyta,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus caudatus,6,7707728,220,422,3064,3085074,6109611,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=5; status=0,Amaranthus paniculatus,Amaranthus hybridus,1,2,0,2
8297494,Amaranthus paniculatus var. cruentus (L.) Moq.,variety,SYNONYM,EXACT,5384390,Amaranthus paniculatus cruentus,98,Plantae,Tracheophyta,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus cruentus,6,7707728,220,422,3064,3085074,5384390,TRUE,Magnoliopsida,NA,Amaranthus paniculatus var. cruentus,Amaranthus hybridus,0,1,0,1
5384366,Amaranthus patulus Bertol.,species,SYNONYM,EXACT,5384390,Amaranthus patulus,98,Plantae,Tracheophyta,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus cruentus,6,7707728,220,422,3064,3085074,5384390,TRUE,Magnoliopsida,NA,Amaranthus patulus,Amaranthus hybridus,1,1,0,1
7674446,Amaranthus retroflexus var. chlorostachys (Willd.) A.Gray,variety,SYNONYM,EXACT,5384364,Amaranthus retroflexus chlorostachys,98,Plantae,Tracheophyta,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus hybridus,6,7707728,220,422,3064,3085074,5384364,TRUE,Magnoliopsida,NA,Amaranthus retroflexus var. chlorostachys,Amaranthus hybridus,0,1,0,1
