acc_name,selected,synonyms,naturalized,weedy,fed_nox,fl_nox,occurrences,occurrences_new,Atlas,climate,acc_name_source
Albizia carbonaria,0,"Albizia carbonaria, Pithecellobium carbonarium",1,1,0,0,254,994,0,1,ITIS
Albizia chinensis,0,"Albizia chinensis, Albizia stipulata",1,1,0,0,346,363,0,1,ITIS
Albizia procera,0,"Acacia procera, Acacia procera var. elata, Acacia procera var. roxburghiana, Albizia procera, Feuilleea procera, Mimosa coriaria, Mimosa elata, Mimosa procera",1,1,0,0,546,453,1,1,Atlas
Alchemilla gibberulosa,0,Alchemilla gibberulosa,0,0,0,0,73,102,0,0,TNRS
Alchemilla glabricaulis,0,Alchemilla glabricaulis,0,1,0,0,267,342,0,0,TNRS
Alchemilla glaucescens,0,"Alchemilla glaucescens, Alchemilla minor",1,1,0,0,24485,25680,0,0,ITIS
Alchemilla hirsuticaulis,0,Alchemilla hirsuticaulis,0,0,0,0,736,978,0,0,TNRS
Alchemilla leiophylla,0,Alchemilla leiophylla,0,1,0,0,84,111,0,0,TNRS
Alectra fulminensis,0,Alectra fulminensis,0,0,0,1,0,11,0,1,CABI
Alectra vogelii,0,Alectra vogelii,0,1,0,1,66,61,0,1,TNRS
Alhagi maurorum,0,"Alhagi camelorum, Alhagi maurorum, Alhagi pseudalhagi",1,1,0,0,1015,1052,0,1,ITIS
Alisma subcordatum,0,"Alisma plantago-aquatica ssp. subcordatum, Alisma plantago-aquatica var. parviflorum, Alisma subcordatum",0,0,0,0,596,885,0,0,ITIS
Alkanna lycopsoides,0,Alkanna lycopsoides,0,0,0,0,0,112,0,1,CABI
Allium pyrenaicum,0,Allium pyrenaicum,0,0,0,0,222,36,0,1,TNRS
Allium siculum,0,"Allium siculum, Nectaroscordum siculum",1,1,0,0,276,287,0,0,TNRS
Allium subvillosum,0,Allium subvillosum,0,0,0,0,827,481,0,0,TNRS
Allium unifolium,0,Allium unifolium,0,1,0,0,202,266,0,0,ITIS
Alocasia odora,0,"Alocasia commutata, Alocasia odora, Alocasia subodora, Alocasia tonkinensis, Arum odorum, Caladium odoratissimum, Caladium odorum, Colocasia odora, Colocasia odora var rubra, Colocasia odora var. viridis",1,1,0,0,598,719,1,0,Atlas
Aloe latifolia,0,Aloe latifolia,0,0,0,0,4,0,0,1,TNRS
Alopecurus magellanicus,0,"Alopecurus alpinus, Alopecurus alpinus f. altaicus, Alopecurus alpinus f. stejnegeri, Alopecurus alpinus ssp. alpinus, Alopecurus alpinus ssp. borealis, Alopecurus alpinus ssp. glaucus, Alopecurus alpinus ssp. stejnegeri, Alopecurus alpinus var. altaicus, Alopecurus alpinus var. borealis, Alopecurus alpinus var. glaucus, Alopecurus alpinus var. occidentalis, Alopecurus alpinus var. stejnegeri, Alopecurus altaicus, Alopecurus antarcticus var. triceps, Alopecurus behringianus, Alopecurus borealis, Alopecurus borealis ssp. borealis, Alopecurus borealis ssp. glaucus, Alopecurus glacus, Alopecurus glaucus, Alopecurus glaucus var. altaicus, Alopecurus howellii var. howellii, Alopecurus magellanicus, Alopecurus occidentalis, Alopecurus pseudobrachystachyus, Alopecurus roshevitzianus, Alopecurus stejnegeri, Alopecurus tenuis, Alopecurus triceps",0,1,0,0,3665,4898,0,0,ITIS
Alpinia purpurata,0,Alpinia purpurata,1,1,0,0,839,1594,0,1,ITIS
Alternanthera halimifolia,0,Alternanthera halimifolia,1,1,0,0,157,80,0,1,TNRS
Alternanthera paronychioides,0,"Achyranthes paronichyoides, Achyranthes paronychioides, Alternanthera paronichyoides, Alternanthera paronichyoides var. amazonica, Alternanthera paronichyoides var. paronichyoides, Alternanthera paronychioides, Alternanthera paronychioides var. amazonica, Alternanthera paronychioides var. paronychioides, Alternanthera polygonoides",1,1,0,0,364,647,0,1,ITIS
Alyssum corsicum,0,Alyssum corsicum,1,1,0,0,50,47,0,1,ITIS
Alyssum desertorum,0,"Alyssum desertorum, Alyssum desertorum var. desertorum, Alyssum desertorum var. himalayensis, Alyssum turkestanicum",1,1,0,0,971,1807,0,1,ITIS
Alyssum simplex,0,"Alyssum mimus, Alyssum mimus var. micranthum, Alyssum minus, Alyssum minus var. micranthum, Alyssum parviflorum, Alyssum parviflorum var. micranthum, Alyssum simplex, Clypeola minor, Clypeola minus",1,1,0,0,6152,5195,0,1,ITIS
Amaranthus graecizans,0,Amaranthus graecizans,1,1,0,0,4310,2066,0,1,ITIS
Amaranthus hybridus,0,"Amaranthus chlorostachys, Amaranthus chlorostachys var. erythrostachys, Amaranthus cruentus, Amaranthus flavus, Amaranthus frumentaceus, Amaranthus hecticus, Amaranthus hybridus, Amaranthus hybridus subsp. cruentus, Amaranthus hybridus subsp. hypocondriacus, Amaranthus hybridus subsp. incurvatus, Amaranthus hybridus subsp. paniculatus, Amaranthus hybridus subsp. patulus, Amaranthus hybridus var. chlorostachys, Amaranthus hybridus var. erythrostachys, Amaranthus hybridus var. hypocondriacus, Amaranthus hybridus var. leucocarpus, Amaranthus hybridus var. paniculatus, Amaranthus hybridus var. patulus, Amaranthus hybridus var. typicus, Amaranthus hypocondriacus, Amaranthus hypocondriacus var. amentaceus, Amaranthus incurvatus, Amaranthus laetus, Amaranthus leucocarpus, Amaranthus leucospermus, Amaranthus paniculatus, Amaranthus paniculatus var. cruentus, Amaranthus patulus, Amaranthus retroflexus var. chlorostachys, Amaranthus retroflexus var. hybridus, Amaranthus strictus, Galliaria hybrida",1,1,0,0,36033,63460,1,1,Atlas
Amaranthus tricolor,0,"Amaranthus gangeticus, Amaranthus tricolor",1,1,0,0,347,318,0,1,ITIS
Amaranthus tuberculatus,0,"Acnida altissima, Acnida altissima var. prostrata, Acnida altissima var. subnuda, Acnida concatenata, Acnida subnuda, Acnida tamariscina, Acnida tamariscina var. prostrata, Acnida tuberculata, Amaranthus altissimus, Amaranthus ambigens, Amaranthus rudis, Amaranthus tamariscinus, Amaranthus tuberculatus, Amaranthus tuberculatus var. prostratus, Amaranthus tuberculatus var. rudis, Amaranthus tuberculatus var. subnudus",1,1,0,0,1057,1251,0,1,ITIS
Ambrosia peruviana,0,"Ambrosia paniculata var. peruviana, Ambrosia peruviana",1,1,0,0,346,453,0,1,ITIS
Amelanchier spicata,0,"Amelanchier arborea var. austromontana, Amelanchier austromontana, Amelanchier lucida, Amelanchier spicata, Amelanchier stolonifera, Crataegus spicata",1,1,0,0,10689,12574,0,1,ITIS
Amelichloa brachychaeta,0,"Achnatherum brachychaetum, Amelichloa brachychaeta, Nassella brachychaeta, Stipa brachychaeta",1,1,0,0,267,107,0,1,ITIS
Ammi majus,0,"Ammi boeberi, Ammi broussonetii, Ammi cicutifolium, Ammi diversifolium, Ammi diversifolium var. glaucifolium, Ammi diversifolium var. intermedium, Ammi diversifolium var. latifolium, Ammi elatum, Ammi glaucifolium, Ammi intermedium, Ammi majus, Apium ammi, Apium ammi-majus, Apium petraeum, Carum majus, Selinum ammoides, Sison majus, Visnaga vulgaris",1,1,0,0,7992,7457,1,1,Atlas
Ammophila arenaria,0,"Ammophila arenaria, Ammophila arundinaceae, Ammophila littoralis, Arundo arenaria, Arundo littoralis, Calamagrostis arenaria, Phalaris ammophila, Phalaris maritima, Psamma arenaria, Psamma littoralis",1,1,0,0,48205,78558,0,1,ITIS
Ampelodesmos pliniana,0,Ampelodesmos pliniana,0,0,0,0,0,5,0,0,CABI
Amphibromus neesii,0,"Amphibromus neesii, Helictotrichon neesii",1,1,0,0,563,633,0,0,ITIS
Amsonia hubrichtii,0,Amsonia hubrichtii,0,0,0,0,22,70,0,1,ITIS
Amsonia orientalis,0,Amsonia orientalis,0,0,0,0,13,7,0,0,TNRS
Anacyclus pyrethrum,0,"Anacyclus officinarum, Anacyclus pyrethrum",1,0,0,0,48,20,0,1,TNRS
Anaphalioides bellidioides,0,"Anaphalioides bellidioides, Helichrysum bellidioides",1,1,0,0,3249,3233,0,0,TNRS
Anchusa officinalis,0,"Anchusa officinalis, Anchusa procera",1,1,0,0,26031,27404,0,0,ITIS
Anchusa thessala,0,Anchusa thessala,0,0,0,0,11,40,0,1,TNRS
Anemone halleri,0,Anemone halleri,1,0,0,0,1592,1905,0,1,TNRS
Anemone pulsatilla,0,"Anemone pulsatilla, Pulsatilla vulgaris",0,1,0,0,50762,30160,0,1,ITIS
Annona cherimola,0,"Annona cheirimola, Annona cherimola",1,1,0,0,945,880,0,1,ITIS
Annona muricata,0,Annona muricata,1,1,0,0,1201,1475,0,1,ITIS
Anoda cristata,0,"Anoda acerifolia, Anoda arizonica var. digitata, Anoda brachyantha, Anoda cristata, Anoda cristata var. albiflora, Anoda cristata var. brachyantha, Anoda cristata var. digitata, Anoda dilleniana, Anoda hastata, Anoda lavaterioides, Anoda lavateroides, Anoda populifolia, Anoda triangularis, Anoda triangularis var. digitata, Anoda triloba, Sida centrota, Sida cristata, Sida deltoidea, Sida dilleniana, Sida mexicana, Sida quinqueangulata, Sida triangularis",1,1,0,0,3425,3698,1,1,Atlas
Anthemis austriaca var. triumfettii,0,"Anthemis austriaca var. triumfettii, Anthemis triumfettii",0,1,0,0,362,1341,0,1,TNRS
Anthemis tomentosa,0,Anthemis tomentosa,0,1,0,0,200,214,0,1,TNRS
Anthoxanthum nitens,0,"Anthoxanthum nitens, Avena odorata, Dimesia fragrans, Hierochloe borealis, Hierochloe fragrans, Hierochloe nashii, Hierochloe odorata, Hierochloe odorata f. eamesii, Hierochloe odorata ssp. dahurica, Hierochloe odorata var. fragrans, Holcus borealis, Holcus fragrans, Holcus odoratus, Poa nitens, Savastana nashii, Savastana odorata, Savastana odorata var. fragrans, Torresia nashii, Torresia odorata",1,1,0,0,32576,13560,0,0,ITIS
Antidesma bunius,0,"Antidesma bunias, Antidesma bunius, Antidesma dallachyanum",1,1,0,0,682,612,0,1,ITIS
Anubias afzelii,0,Anubias afzelii,0,0,0,0,28,21,0,1,ITIS
Anubias coffeefolia,0,Anubias coffeefolia,0,0,0,0,0,35,0,0,CABI
Anubias gigantea,0,Anubias gigantea,0,0,0,0,50,49,0,0,TNRS
Anubias heterophylla,0,Anubias heterophylla,0,0,0,0,55,55,0,0,TNRS
Apera interrupta,0,"Agrestis interrupta, Agrostis anemagrostis ssp. interrupta, Agrostis interrupta, Agrostis spica-venti ssp. interrupta, Agrostis spica-venti var. interrupta, Anemagrostis interrupta, Apera interrupta, Apera spica-venti var. interrupta, Muhlenbergia interrupta",1,1,0,0,3354,3158,0,1,ITIS
Aphanes australis,0,"Aphanes australis, Aphanes inexspectata",1,1,0,0,26630,26059,1,0,Atlas
Apocynum venetum,0,"Apocynum venetum, Trachomitum venetum",0,1,0,0,21,227,0,1,TNRS
Apodanthera aspera,0,Apodanthera aspera,0,1,0,0,70,40,0,1,TNRS
Aponogeton capuronii,0,Aponogeton capuronii,0,0,0,0,6,6,0,0,TNRS
Aponogeton desertorum,0,Aponogeton desertorum,0,1,0,0,79,74,0,1,TNRS
Aponogeton elongatus,0,Aponogeton elongatus,0,0,0,0,169,84,0,0,TNRS
Aponogeton krauseanus,0,Aponogeton krauseanus,0,0,0,0,0,1,0,0,CABI
Aponogeton longiplumulosus,0,Aponogeton longiplumulosus,0,0,0,0,8,7,0,0,TNRS
Aponogeton madagascariensis,0,"Aponogeton fenestralis, Aponogeton madagascariensis",1,0,0,0,67,62,0,0,TNRS
Aponogeton madagascariensis var. henkelianus,0,"Aponogeton henkelianus, Aponogeton madagascariensis var. henkelianus",0,0,0,0,0,0,0,0,TNRS
Aponogeton rigidifolius,0,Aponogeton rigidifolius,0,1,0,0,4,3,0,0,TNRS
Aponogeton siamensis,0,Aponogeton siamensis,0,0,0,0,0,135,0,0,CABI
Aponogeton ulvaceus,0,Aponogeton ulvaceus,0,0,0,0,33,32,0,0,TNRS
Aptenia lancifolia,0,Aptenia lancifolia,0,1,0,0,17,17,0,1,TNRS
Arceuthobium abietinum f.sp. concoloris,0,Arceuthobium abietinum f.sp. concoloris,0,0,0,0,0,101,0,1,CABI
Arceuthobium americanum,0,Arceuthobium americanum,0,1,0,0,19,29,0,1,ITIS
Arceuthobium campylopodum,0,"Arceuthobium abietinum, Arceuthobium apachecum, Arceuthobium apachense, Arceuthobium californicum, Arceuthobium campylopodum, Arceuthobium cyanocarpum, Arceuthobium laricis, Arceuthobium littorum, Arceuthobium microcarpum, Arceuthobium monticola, Arceuthobium occidentale, Arceuthobium siskiyouense, Arceuthobium tsugense, Arceuthobium tsugense ssp. amabilae, Arceuthobium tsugense ssp. mertensianae, Arceuthobium tsugense ssp. tsugense",0,1,0,0,660,1009,0,1,ITIS
Arceuthobium douglasii,0,Arceuthobium douglasii,0,1,0,0,96,155,0,1,ITIS
Arceuthobium minutissimum,0,Arceuthobium minutissimum,0,1,0,0,12,3,0,1,TNRS
Arceuthobium oxycedri,0,Arceuthobium oxycedri,0,1,0,0,1397,1280,0,1,ITIS
Arceuthobium pini,0,Arceuthobium pini,0,1,0,0,57,57,0,1,TNRS
Arceuthobium pusillum,0,"Arceuthobium pusillum, Razoumofskya pusilla",0,1,0,0,332,422,0,1,ITIS
Arceuthobium vaginatum,0,Arceuthobium vaginatum,0,1,0,0,436,289,0,1,ITIS
Arctotheca calendula,0,Arctotheca calendula,1,1,1,0,19846,23867,0,1,ITIS
Ardisia guianensis,0,"Ardisia acuminata, Ardisia guianensis",1,0,0,0,0,1000,0,1,TNRS
Areca catechu,0,"Areca catechu, Areca cathechu, Areca cathecu",1,1,0,0,162,187,0,1,ITIS
Arenaria montana,0,Arenaria montana,1,1,0,0,9855,5918,0,1,ITIS
Arenga pinnata,0,"Arenga pinnata, Arenga saccharifera",1,1,0,0,122,119,0,1,ITIS
Argemone mexicana,0,"Argemone leiocarpa, Argemone leiocarpa var. mexicanoides, Argemone leiocarpa var. ochroleucoides, Argemone mexicana, Argemone mexicana forma leiocarpa, Argemone mexicana var. lutea, Argemone mexicana var. ochroleuca, Argemone mexicana var. parviflora, Argemone mexicana var. typica, Argemone ochroleuca, Argemone sexvalvis, Argemone spinosa, Argemone versicolor, Argemone vulgaris, Argemone vulgaris var. citrina, Echtrus mexicanus, Echtrus trivialis, Papaver mexicanum",1,1,0,0,5388,5119,1,1,Atlas
Argyranthemum pinnatifidum,0,Argyranthemum pinnatifidum,1,0,0,0,44,23,0,0,TNRS
Arida riparia,0,"Arida riparia, Aster riparius, Aster sonorae, Machaeranthera riparia, Machaeranthera sonorae",0,0,0,0,32,58,0,0,ITIS
Aristida ternipes,0,"Aristida scabra, Aristida tenuis, Aristida ternipes, Muhlenbergia scabra, Muhlenbergia tenuis, Ortachne scabra, Ortachne tenuis, Stipa tenuis, Streptachne cubensis, Streptachne scabra, Streptachne tenuis",1,1,0,0,1456,1281,0,1,ITIS
Aronia x prunifolia,0,"Adenorachis atropurpurea, Aronia arbutifolia var. atropurpurea, Aronia atropurpurea, Aronia floribunda, Aronia prunifolia, Aronia x prunifolia, Mespilus prunifolia, Photinia floribunda, Pyrus arbutifolia var. atropurpurea, Pyrus floribunda, Sorbus arbutifolia var. atropurpurea",1,1,0,0,1664,4134,0,1,ITIS
Arracacia xanthorrhiza,0,"Arracacia esculenta, Arracacia xanthorrhiza",1,1,0,0,411,149,0,1,ITIS
Artemisia absinthium,0,"Artemisia absinthium, Artemisia absinthium var. absinthium, Artemisia absinthium var. insipida",1,1,0,0,30712,33113,0,1,ITIS
Artemisia biennis,0,"Artemisia biennis, Artemisia biennis var. biennis, Artemisia biennis var. diffusa",1,1,0,0,2934,3193,0,1,ITIS
Artemisia capillaris,0,Artemisia capillaris,1,1,0,0,708,1301,0,1,TNRS
Artemisia frigida,0,"Artemisia frigida, Artemisia frigida var. williamsiae",1,1,0,0,2479,3291,0,1,ITIS
Artemisia sieversiana,0,Artemisia sieversiana,1,1,0,0,668,986,0,1,TNRS
Artemisia tridentata,0,Artemisia tridentata,1,1,0,0,5700,2101,0,1,ITIS
Artemisia vulgaris,0,"Artemisia affinis, Artemisia heterophylla, Artemisia igniaria, Artemisia indica, Artemisia lactiflora, Artemisia leptostachya, Artemisia officinalis, Artemisia opulenta, Artemisia opulenta forma genuina, Artemisia paniculaeformis, Artemisia rubriflora, Artemisia ruderalis, Artemisia samamisica, Artemisia violacea, Artemisia virens, Artemisia vulgaris, Artemisia vulgaris subsp. typica, Artemisia vulgaris var. coarctata, Artemisia vulgaris var. glabra, Artemisia vulgaris var. kamschatica, Artemisia vulgaris var. normalis, Artemisia vulgaris var. typica",1,1,0,0,347574,714878,1,1,Atlas
Arthraxon hispidus,0,"Alectoridia quartiniana, Andropogon alectoridia, Andropogon amplexifolius, Andropogon ciliaris, Andropogon cuspidatus, Andropogon lasiocoleos, Andropogon micans, Andropogon nudus, Andropogon submuticus, Arthraxon antsirabensis, Arthraxon breviaristatus, Arthraxon caucasicus, Arthraxon centrasiaticus, Arthraxon ciliaris, Arthraxon ciliaris subsp. langsdorffii, Arthraxon ciliaris subsp. nudus, Arthraxon ciliaris subsp. quartiniana, Arthraxon ciliaris subsp. submuticus, Arthraxon ciliaris subsp. vriesii, Arthraxon ciliaris var. australis, Arthraxon ciliaris var. centrasiaticus, Arthraxon ciliaris var. coloratus, Arthraxon ciliaris var. cryptatherus, Arthraxon ciliaris var. genuinus, Arthraxon ciliaris var. glabrescens, Arthraxon ciliaris var. gracilis, Arthraxon ciliaris var. hookeri, Arthraxon ciliaris var. quartiniana, Arthraxon ciliaris var. tenellus, Arthraxon coloratus, Arthraxon cryptatherus, Arthraxon cryptatherus subsp. centrasiaticus, Arthraxon cryptatherus subsp. submuticus, Arthraxon cryptatherus var. ciliaris, Arthraxon cuspidatus, Arthraxon cuspidatus var. genuinus, Arthraxon cuspidatus var. micans, Arthraxon gracilis, Arthraxon hispidus, Arthraxon hispidus forma breviseta, Arthraxon hispidus forma centrasiaticus, Arthraxon hispidus forma formosanus, Arthraxon hispidus forma hispidissimus, Arthraxon hispidus forma japonicus, Arthraxon hispidus forma kobuna, Arthraxon hispidus forma langsdorffii, Arthraxon hispidus forma macranthus, Arthraxon hispidus forma monticola, Arthraxon hispidus forma quartinianus, Arthraxon hispidus forma riukiuensis, Arthraxon hispidus forma vriesii, Arthraxon hispidus subsp. caucasicus, Arthraxon hispidus subsp. centrasiaticus, Arthraxon hispidus subsp. ciliaris, Arthraxon hispidus subsp. langsdorffii, Arthraxon hispidus var. brevisetus, Arthraxon hispidus var. centrasiaticus, Arthraxon hispidus var. ciliaris, Arthraxon hispidus var. cryptatherus, Arthraxon hispidus var. hispidissimus, Arthraxon hispidus var. hookeri, Arthraxon hispidus var. japonicus, Arthraxon hispidus var. microphyllus, Arthraxon hispidus var. monticola, Arthraxon hispidus var. muticus, Arthraxon hispidus var. nudus, Arthraxon hispidus var. vriesii, Arthraxon hookeri, Arthraxon inermis, Arthraxon japonicus, Arthraxon kobuna, Arthraxon langsdorffii, Arthraxon langsdorffii var. centrasiaticus, Arthraxon langsdorffii var. cryptatherus, Arthraxon langsdorffii var. submuticus, Arthraxon lasiocoleos, Arthraxon major, Arthraxon mauritianus, Arthraxon micans, Arthraxon nitidulus, Arthraxon nudus, Arthraxon okamotoi, Arthraxon pallidus, Arthraxon pauciflorus, Arthraxon pauciflorus var. muticus, Arthraxon plumbeus, Arthraxon quartinianus, Arthraxon quartinianus subsp. vriesii, Arthraxon quartinianus var. glabrescens, Arthraxon quartinianus var. monostachys, Arthraxon quartinianus var. montanus, Arthraxon satarensis, Arthraxon schimperi, Arthraxon submuticus, Arthraxon violaceus, Batratherum micans, Batratherum submuticum, Deyeuxia japonica, Digitaria hispida, Dimeria scrobiculata, Lasiolytrum hispidum, Lucaea gracilis, Lucaea langsdorffii, Lucaea major, Lucaea plumbea, Lucaea violacea, Lucaea vriesii, Phalaris hispida, Pleuroplitis caucasica, Pleuroplitis centrasiatica, Pleuroplitis langsdorffii, Pleuroplitis langsdorffii var. breviseta, Pleuroplitis langsdorffii var. caucasica, Pleuroplitis langsdorffii var. centrasiatica, Pleuroplitis langsdorffii var. chinensis, Pleuroplitis langsdorffii var. gracilis, Pleuroplitis langsdorffii var. japonica, Pleuroplitis langsdorffii var. submutica, Pleuroplitis major, Pleuroplitis plumbea, Pleuroplitis quartiniana, Pleuroplitis quartiniana var. caespitosa, Pleuroplitis quartiniana var. plumbea, Pleuroplitis quartiniana var. tenella, Pollinia ciliaris",1,1,0,0,12433,12941,1,1,Atlas
Artocarpus heterophyllus,0,"Artocarpus brasiliensis, Artocarpus heterophyllus, Artocarpus integer, Artocarpus integrifolius, Artocarpus maximus, Artocarpus philippensis, Saccus heterophyllus",1,1,0,0,1215,1920,1,1,Atlas
Arundinella hirta,0,Arundinella hirta,0,1,0,0,2691,3334,0,1,TNRS
Asperugo procumbens,0,Asperugo procumbens,1,1,0,0,9514,9509,0,1,ITIS
Asperula laevigata,0,Asperula laevigata,0,1,0,0,390,368,0,0,TNRS
Asplenium foreziense,0,Asplenium foreziense,0,0,0,0,393,419,0,0,CABI
Astragalus crenatus,0,"Astragalus corrugatus, Astragalus crenatus",0,1,0,0,191,73,0,1,ITIS
Astragalus galegiformis,0,Astragalus galegiformis,0,1,0,0,56,55,0,1,ITIS
Athamanta sicula,0,Athamanta sicula,1,0,0,0,35,54,0,1,TNRS
Atriplex argentea,0,Atriplex argentea,1,1,0,0,401,267,0,1,ITIS
Atriplex hortensis,0,"Atriplex acuminata, Atriplex hortensis, Atriplex hortensis ssp. nitens, Atriplex hortensis var. atrosanguinea, Atriplex hortensis var. rubra, Atriplex nitens",1,1,0,0,3209,3255,0,0,ITIS
Atriplex portulacoides,0,"Atriplex portulacoides, Halimione portulacoides",0,1,0,0,23329,26316,0,1,ITIS
Atriplex semibaccata,0,Atriplex semibaccata,1,1,0,0,10311,11552,0,1,ITIS
Atriplex sphaeromorpha,0,Atriplex sphaeromorpha,1,1,0,0,14,75,0,1,TNRS
Austroderia richardii,0,"Arundo australis, Arundo kakao, Arundo richardii, Austroderia richardii, Cortaderia richardii",1,1,0,0,1835,1175,0,1,ITIS
Austroeupatorium inulifolium,0,Austroeupatorium inulifolium,0,1,0,0,802,828,0,1,TNRS
Avena clauda,0,Avena clauda,0,0,0,0,75,30,0,1,TNRS
Avena eriantha,0,Avena eriantha,0,0,0,0,137,19,0,1,TNRS
Avena sterilis,0,"Avena affinis, Avena algeriensis, Avena byzantina var. solida, Avena fatua var. ludoviciana, Avena ludoviciana, Avena ludoviciana var. ludoviciana, Avena macrocalyx, Avena macrocarpa, Avena melillensis, Avena nutans, Avena persica, Avena sativa ssp. sterilis, Avena sativa var. ludoviciana, Avena sativa var. sterilis, Avena sensitiva, Avena solida, Avena sterilis, Avena sterilis ssp. ludoviciana, Avena sterilis ssp. macrocarpa, Avena sterilis var. algeriensis, Avena sterilis var. ludoviciana, Avena sterilis var. solida, Avena turonensis, Avena X ludoviciana",1,1,1,1,64259,11700,0,1,ITIS
